State,District,Market,Commodity,Variety,Group,Arrivals (Tonnes),Min_Price,Max_Price,Modal_Price,Reported Date
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,217.0,3829.8,4631.8,4200.1,2023-09-15
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,182.2,3605.6,4060.6,3813.8,2023-09-16
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,229.9,3395.5,4021.1,3806.2,2023-09-17
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,211.8,3272.0,4034.1,3814.6,2023-09-18
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,216.7,3430.0,4569.0,3872.9,2023-09-19
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,180.8,3611.7,4477.0,4069.4,2023-09-20
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,193.2,2646.2,3230.9,3017.1,2023-09-21
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,176.4,3672.4,4311.2,4076.5,2023-09-22
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,166.6,3356.4,4468.5,3919.4,2023-09-23
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,229.4,3790.1,4707.4,4102.3,2023-09-24
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,196.2,3480.2,4027.4,3771.8,2023-09-25
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,263.2,3750.8,4430.5,3972.2,2023-09-26
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,168.4,3326.5,4397.5,3885.0,2023-09-27
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,239.9,3145.1,3928.5,3625.3,2023-09-28
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,202.1,3438.9,4201.3,3983.9,2023-09-29
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,170.8,3619.9,4064.4,3818.7,2023-09-30
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,187.4,3747.4,4374.6,4065.6,2023-10-01
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,217.0,4146.9,5245.3,4731.0,2023-10-02
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,166.4,4133.3,4753.4,4383.9,2023-10-03
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,147.9,4473.1,5549.9,4908.1,2023-10-04
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,196.2,3509.3,4383.3,3794.9,2023-10-05
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,215.0,4103.9,5467.8,4827.1,2023-10-06
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,164.8,4042.1,4649.3,4270.3,2023-10-07
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,234.3,3294.7,4246.2,3782.3,2023-10-08
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,200.5,3477.7,4304.9,3805.5,2023-10-09
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,184.6,4027.8,5267.7,4651.4,2023-10-10
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,235.8,4138.3,4777.3,4361.0,2023-10-11
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,154.4,3628.9,4834.5,4221.5,2023-10-12
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,202.3,4118.8,5212.8,4529.8,2023-10-13
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,186.7,3434.5,4413.6,3776.8,2023-10-14
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,147.5,3693.4,4741.9,4149.9,2023-10-15
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,199.4,3613.5,4454.7,4187.6,2023-10-16
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,175.2,3748.2,4736.3,4122.2,2023-10-17
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,232.9,3789.7,4436.5,4174.5,2023-10-18
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,218.9,3745.9,5088.2,4362.4,2023-10-19
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,193.4,3994.7,4761.6,4217.2,2023-10-20
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,232.7,3155.5,3985.0,3518.4,2023-10-21
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,225.9,4083.5,5214.1,4489.4,2023-10-22
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,151.2,3290.2,3988.7,3600.0,2023-10-23
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,148.1,3944.4,5239.3,4443.0,2023-10-24
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,211.1,4249.6,5221.3,4645.0,2023-10-25
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,235.5,4036.2,4799.9,4520.2,2023-10-26
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,234.5,4519.0,5289.4,5003.7,2023-10-27
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,237.3,3794.1,4366.2,4082.9,2023-10-28
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,197.0,3900.4,4554.2,4280.8,2023-10-29
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,196.3,4239.8,5542.6,4945.1,2023-10-30
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,198.3,3921.6,5223.9,4482.1,2023-10-31
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,225.5,4161.2,4898.4,4569.5,2023-11-01
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,159.1,4022.8,4785.4,4297.4,2023-11-02
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,170.9,4096.8,5089.0,4468.2,2023-11-03
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,235.4,3432.3,4346.2,3947.9,2023-11-04
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,234.4,3917.8,4616.2,4229.0,2023-11-05
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,165.7,3702.5,4555.3,4128.4,2023-11-06
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,193.9,4510.9,5678.1,5076.0,2023-11-07
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,235.4,3790.0,4626.7,4112.1,2023-11-08
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,221.9,4257.7,5592.9,4791.9,2023-11-09
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,153.7,4153.7,5678.1,4838.5,2023-11-10
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,184.5,4336.9,5229.8,4785.2,2023-11-11
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,200.1,4142.2,5449.3,4624.3,2023-11-12
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,211.9,3831.6,4754.7,4424.2,2023-11-13
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,215.1,3753.8,4802.0,4340.5,2023-11-14
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,167.5,3695.2,4418.6,4124.7,2023-11-15
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,149.4,3756.6,4668.6,4135.2,2023-11-16
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,175.4,3813.8,4728.9,4284.1,2023-11-17
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,158.9,3266.2,4226.0,3663.1,2023-11-18
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,172.6,4202.0,5141.2,4607.9,2023-11-19
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,220.2,4025.2,5097.1,4483.7,2023-11-20
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,227.1,4682.7,5595.0,4943.4,2023-11-21
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,194.3,3791.8,4621.9,4351.1,2023-11-22
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,207.5,4010.6,4786.6,4337.3,2023-11-23
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,176.9,2957.5,3700.1,3364.5,2023-11-24
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,152.3,3831.5,4461.8,4189.2,2023-11-25
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,182.7,4066.1,4871.1,4553.2,2023-11-26
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,210.6,4692.5,5888.1,5051.3,2023-11-27
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,162.2,3855.4,4812.0,4410.7,2023-11-28
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,201.9,3890.5,4757.7,4194.3,2023-11-29
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,204.3,3531.1,4470.1,3947.7,2023-11-30
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,363.3,2558.5,2993.9,2753.5,2023-12-01
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,268.7,2683.4,3515.6,2996.3,2023-12-02
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,267.6,2257.7,2768.2,2460.7,2023-12-03
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,280.1,2392.0,2885.1,2523.6,2023-12-04
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,375.1,2287.7,2817.1,2516.5,2023-12-05
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,246.4,2403.2,3126.2,2758.7,2023-12-06
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,243.9,2321.9,3096.5,2709.7,2023-12-07
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,354.2,2523.9,3001.0,2842.3,2023-12-08
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,332.6,2505.3,3037.3,2656.8,2023-12-09
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,324.9,2231.4,2648.2,2384.4,2023-12-10
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,342.8,2550.5,3173.2,2756.1,2023-12-11
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,240.9,2415.6,3047.1,2807.6,2023-12-12
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,263.4,2471.5,3167.9,2861.4,2023-12-13
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,391.3,2406.7,2981.2,2582.5,2023-12-14
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,305.6,2441.0,3024.8,2570.1,2023-12-15
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,325.4,2439.2,3201.2,2772.0,2023-12-16
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,321.3,2262.0,2642.9,2433.9,2023-12-17
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,368.8,2399.2,3206.9,2736.8,2023-12-18
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,336.9,2418.3,3018.8,2619.8,2023-12-19
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,274.1,2295.1,2803.9,2450.4,2023-12-20
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,265.4,2257.5,2744.6,2476.7,2023-12-21
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,334.4,1915.1,2474.4,2227.8,2023-12-22
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,281.2,2268.6,2925.8,2654.3,2023-12-23
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,263.5,2367.9,2817.9,2545.2,2023-12-24
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,367.7,2182.4,2762.8,2537.6,2023-12-25
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,244.7,2123.0,2675.6,2384.3,2023-12-26
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,241.6,2294.7,2768.8,2514.0,2023-12-27
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,324.7,2601.1,3118.4,2849.3,2023-12-28
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,333.4,2492.0,3199.7,2804.1,2023-12-29
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,380.1,2432.1,2907.2,2647.3,2023-12-30
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,384.7,2300.1,2640.9,2461.8,2023-12-31
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,446.8,1528.6,1831.0,1641.2,2022-01-01
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,413.4,1311.8,1504.7,1393.2,2022-01-02
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,556.2,1467.9,1677.5,1555.2,2022-01-03
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,493.5,1228.4,1649.7,1402.6,2022-01-04
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,581.0,1304.4,1518.6,1407.5,2022-01-05
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,404.2,1281.5,1599.1,1402.7,2022-01-06
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,382.5,1387.0,1739.3,1481.1,2022-01-07
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,556.7,1314.8,1765.6,1529.4,2022-01-08
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,409.0,1130.0,1345.4,1234.6,2022-01-09
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,466.8,1417.0,1699.6,1576.5,2022-01-10
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,513.7,1482.3,1845.4,1573.1,2022-01-11
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,387.6,1206.9,1461.8,1385.4,2022-01-12
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,508.4,1347.2,1599.2,1440.1,2022-01-13
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,455.6,1283.0,1629.2,1505.1,2022-01-14
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,545.3,1221.5,1446.9,1318.5,2022-01-15
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,422.0,1285.7,1702.2,1495.3,2022-01-16
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,357.8,1278.5,1634.1,1394.9,2022-01-17
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,505.0,1358.5,1835.8,1596.2,2022-01-18
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,452.8,1229.3,1547.1,1439.1,2022-01-19
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,490.9,1146.2,1366.0,1228.0,2022-01-20
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,400.6,1289.0,1628.0,1401.0,2022-01-21
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,584.3,1356.0,1802.7,1531.1,2022-01-22
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,564.6,1222.0,1545.0,1366.7,2022-01-23
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,374.9,1121.2,1473.5,1269.7,2022-01-24
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,563.9,1237.4,1591.6,1445.6,2022-01-25
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,424.1,1203.4,1571.8,1376.6,2022-01-26
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,498.2,1356.7,1603.4,1453.4,2022-01-27
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,398.6,1294.9,1587.8,1377.5,2022-01-28
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,383.0,1337.5,1611.9,1446.6,2022-01-29
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,474.8,1493.6,1834.5,1646.8,2022-01-30
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,576.6,1096.7,1359.5,1216.5,2022-01-31
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,478.0,1102.7,1308.9,1205.2,2022-02-01
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,360.8,1466.0,1731.6,1613.6,2022-02-02
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,367.5,1412.7,1767.3,1598.5,2022-02-03
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,366.3,1302.9,1481.1,1384.1,2022-02-04
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,573.5,1408.4,1685.0,1568.0,2022-02-05
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,374.8,1359.4,1586.3,1442.1,2022-02-06
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,396.5,1257.7,1592.6,1428.7,2022-02-07
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,390.8,1489.3,1678.6,1589.0,2022-02-08
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,437.9,1255.5,1612.9,1430.7,2022-02-09
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,379.5,1290.9,1697.9,1501.0,2022-02-10
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,393.7,1343.0,1646.2,1534.0,2022-02-11
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,452.2,1364.5,1853.8,1572.7,2022-02-12
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,490.3,1443.2,1788.9,1678.7,2022-02-13
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,455.5,1371.2,1607.4,1451.1,2022-02-14
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,439.4,1337.0,1694.6,1485.6,2022-02-15
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,453.5,1370.7,1634.4,1505.1,2022-02-16
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,535.0,1002.1,1270.8,1115.4,2022-02-17
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,414.1,1281.6,1565.4,1349.1,2022-02-18
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,459.4,1381.6,1733.2,1588.9,2022-02-19
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,492.6,1395.9,1620.1,1492.7,2022-02-20
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,513.9,1322.0,1601.7,1505.1,2022-02-21
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,385.8,1365.7,1724.8,1492.9,2022-02-22
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,553.2,1246.9,1584.7,1343.1,2022-02-23
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,523.3,1369.1,1757.1,1534.6,2022-02-24
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,458.5,1446.5,1827.3,1584.1,2022-02-25
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,357.0,1282.7,1609.7,1463.4,2022-02-26
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,480.6,1178.9,1533.1,1327.2,2022-02-27
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,448.2,1268.7,1604.8,1443.1,2022-02-28
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,513.8,1333.8,1492.4,1414.1,2022-03-01
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,382.5,1247.1,1627.4,1459.7,2022-03-02
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,473.7,1207.8,1377.2,1293.4,2022-03-03
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,409.6,1373.5,1631.5,1500.3,2022-03-04
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,515.5,1248.9,1662.2,1447.5,2022-03-05
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,579.7,1288.6,1576.7,1391.1,2022-03-06
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,442.7,1324.8,1588.4,1457.9,2022-03-07
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,390.2,1389.5,1623.9,1509.1,2022-03-08
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,407.8,1159.4,1579.5,1351.7,2022-03-09
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,557.8,1155.8,1481.9,1296.7,2022-03-10
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,435.9,1163.2,1526.2,1339.7,2022-03-11
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,517.2,1250.8,1526.6,1445.9,2022-03-12
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,512.2,1308.9,1573.5,1417.7,2022-03-13
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,399.9,1545.1,1930.4,1698.5,2022-03-14
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,457.9,1332.6,1682.6,1519.7,2022-03-15
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,403.5,1190.4,1487.8,1374.2,2022-03-16
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,519.7,1469.2,1768.4,1591.5,2022-03-17
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,556.2,1472.4,1765.4,1552.6,2022-03-18
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,548.6,1280.8,1665.8,1421.9,2022-03-19
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,563.3,1288.9,1612.9,1471.5,2022-03-20
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,440.6,1384.1,1823.0,1617.7,2022-03-21
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,417.2,1449.1,1747.3,1549.2,2022-03-22
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,436.1,1269.4,1560.1,1414.3,2022-03-23
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,428.0,1282.3,1654.8,1456.8,2022-03-24
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,586.5,1193.3,1412.0,1336.1,2022-03-25
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,534.7,1259.9,1620.8,1393.5,2022-03-26
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,507.7,1330.3,1544.3,1445.8,2022-03-27
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,409.9,1401.2,1620.1,1491.8,2022-03-28
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,353.3,1515.1,1829.3,1617.0,2022-03-29
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,419.1,1324.6,1631.7,1553.4,2022-03-30
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,475.0,1318.4,1634.7,1400.5,2022-03-31
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,321.3,1254.9,1659.1,1435.2,2022-04-01
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,320.7,1603.3,2020.2,1783.9,2022-04-02
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,358.7,1901.2,2222.6,2057.0,2022-04-03
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,343.5,1623.7,2108.6,1790.3,2022-04-04
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,321.1,1470.0,1951.2,1657.0,2022-04-05
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,442.5,1523.0,1766.0,1680.6,2022-04-06
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,321.3,1463.2,1904.6,1655.8,2022-04-07
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,493.7,1452.6,1748.9,1663.9,2022-04-08
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,419.0,1753.3,2047.7,1915.9,2022-04-09
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,413.8,1545.5,1973.4,1790.5,2022-04-10
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,445.2,1333.8,1803.2,1562.9,2022-04-11
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,478.5,1477.1,1835.8,1721.2,2022-04-12
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,323.1,1475.3,1909.9,1688.7,2022-04-13
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,438.7,1269.4,1558.7,1471.4,2022-04-14
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,392.3,1900.7,2322.9,2026.5,2022-04-15
Maharashtra,Mumbai,APMC Vashi,Potato,Jyoti Desi,Vegetables,322.5,1596.8,1867.6,1683.6,2022-04-16
