city,date,temperature_c,precipitation_mm,rain_indicator
Agra,2023-10-27,20.5,0.8,0
Agra,2023-10-28,23.5,0.0,0
Agra,2023-10-29,23.0,0.0,0
Agra,2023-10-30,22.8,0.0,0
Agra,2023-10-31,23.7,0.0,0
Agra,2023-11-01,22.1,0.0,0
Agra,2023-11-02,21.7,0.0,0
Agra,2023-11-03,18.0,0.0,0
Agra,2023-11-04,21.3,0.0,0
Agra,2023-11-05,19.8,0.0,0
Agra,2023-11-06,17.9,0.0,0
Agra,2023-11-07,19.5,0.0,0
Agra,2023-11-08,23.1,0.0,0
Agra,2023-11-09,15.7,0.0,0
Agra,2023-11-10,19.4,0.0,0
Agra,2023-11-11,21.3,1.0,0
Agra,2023-11-12,22.9,0.0,0
Agra,2023-11-13,22.5,0.0,0
Agra,2023-11-14,20.3,0.0,0
Agra,2023-11-15,17.7,0.0,0
Agra,2023-11-16,15.9,0.0,0
Agra,2023-11-17,18.4,0.0,0
Agra,2023-11-18,19.1,0.0,0
Agra,2023-11-19,16.8,0.0,0
Agra,2023-11-20,18.6,0.0,0
Agra,2023-11-21,15.7,0.0,0
Agra,2023-11-22,16.6,0.0,0
Agra,2023-11-23,17.0,0.0,0
Agra,2023-11-24,20.7,0.0,0
Agra,2023-11-25,15.6,1.1,0
Agra,2023-11-26,17.8,0.0,0
Agra,2023-11-27,17.0,0.0,0
Agra,2023-11-28,18.0,0.0,0
Agra,2023-11-29,16.8,0.0,0
Agra,2023-11-30,15.0,0.0,0
Agra,2023-12-01,14.7,0.0,0
Agra,2023-12-02,14.7,0.0,0
Agra,2023-12-03,16.0,0.0,0
Agra,2023-12-04,17.6,0.0,0
Agra,2023-12-05,13.5,0.0,0
Agra,2023-12-06,15.7,0.0,0
Agra,2023-12-07,17.6,0.0,0
Agra,2023-12-08,11.8,0.0,0
Agra,2023-12-09,15.1,0.0,0
Agra,2023-12-10,16.9,0.0,0
Agra,2023-12-11,14.4,0.0,0
Agra,2023-12-12,13.8,0.0,0
Agra,2023-12-13,12.6,0.0,0
Agra,2023-12-14,13.1,0.0,0
Agra,2023-12-15,16.1,0.0,0
Agra,2023-12-16,14.4,0.0,0
Agra,2023-12-17,14.7,0.0,0
Agra,2023-12-18,17.3,0.0,0
Agra,2023-12-19,16.9,0.0,0
Agra,2023-12-20,14.1,0.0,0
Agra,2023-12-21,12.8,0.0,0
Agra,2023-12-22,14.3,0.0,0
Agra,2023-12-23,12.3,0.0,0
Agra,2023-12-24,13.0,0.0,0
Agra,2023-12-25,14.7,0.0,0
Agra,2023-12-26,12.9,0.0,0
Agra,2023-12-27,13.5,0.0,0
Agra,2023-12-28,14.5,0.0,0
Agra,2023-12-29,14.5,0.0,0
Agra,2023-12-30,12.4,0.0,0
Agra,2023-12-31,12.1,0.0,0
Bengaluru,2022-01-01,20.3,0.0,0
Bengaluru,2022-01-02,17.8,0.0,0
Bengaluru,2022-01-03,20.1,0.0,0
Bengaluru,2022-01-04,20.2,0.0,0
Bengaluru,2022-01-05,20.5,0.0,0
Bengaluru,2022-01-06,21.5,0.0,0
Bengaluru,2022-01-07,18.5,0.0,0
Bengaluru,2022-01-08,18.8,0.0,0
Bengaluru,2022-01-09,19.3,0.0,0
Bengaluru,2022-01-10,18.4,0.0,0
Bengaluru,2022-01-11,21.8,0.0,0
Bengaluru,2022-01-12,19.8,0.0,0
Bengaluru,2022-01-13,20.7,0.0,0
Bengaluru,2022-01-14,19.3,0.0,0
Bengaluru,2022-01-15,20.2,0.0,0
Bengaluru,2022-01-16,21.4,0.0,0
Bengaluru,2022-01-17,21.5,0.0,0
Bengaluru,2022-01-18,19.1,0.0,0
Bengaluru,2022-01-19,20.8,0.0,0
Bengaluru,2022-01-20,19.5,0.0,0
Bengaluru,2022-01-21,20.8,0.0,0
Bengaluru,2022-01-22,19.9,0.0,0
Bengaluru,2022-01-23,24.4,0.0,0
Bengaluru,2022-01-24,22.6,0.0,0
Bengaluru,2022-01-25,21.9,0.0,0
Bengaluru,2022-01-26,17.7,0.0,0
Bengaluru,2022-01-27,20.7,0.0,0
Bengaluru,2022-01-28,22.8,0.0,0
Bengaluru,2022-01-29,21.2,0.0,0
Bengaluru,2022-01-30,24.4,0.0,0
Bengaluru,2022-01-31,23.1,0.0,0
Bengaluru,2022-02-01,20.8,0.0,0
Bengaluru,2022-02-02,24.3,0.0,0
Bengaluru,2022-02-03,21.0,0.0,0
Bengaluru,2022-02-04,25.0,0.0,0
Bengaluru,2022-02-05,24.5,0.0,0
Bengaluru,2022-02-06,22.2,0.0,0
Bengaluru,2022-02-07,19.0,0.0,0
Bengaluru,2022-02-08,22.1,0.0,0
Bengaluru,2022-02-09,19.8,0.0,0
Bengaluru,2022-02-10,20.7,0.0,0
Bengaluru,2022-02-11,20.9,0.0,0
Bengaluru,2022-02-12,19.9,0.0,0
Bengaluru,2022-02-13,22.4,0.0,0
Bengaluru,2022-02-14,20.7,0.0,0
Bengaluru,2022-02-15,21.7,0.0,0
Bengaluru,2022-02-16,21.2,0.0,0
Bengaluru,2022-02-17,23.0,0.0,0
Bengaluru,2022-02-18,23.0,0.0,0
Bengaluru,2022-02-19,21.7,0.0,0
Bengaluru,2022-02-20,23.3,0.0,0
Bengaluru,2022-02-21,24.6,0.0,0
Bengaluru,2022-02-22,18.7,0.0,0
Bengaluru,2022-02-23,21.4,0.0,0
Bengaluru,2022-02-24,20.9,0.0,0
Bengaluru,2022-02-25,21.4,0.0,0
Bengaluru,2022-02-26,18.6,0.0,0
Bengaluru,2022-02-27,18.9,0.0,0
Bengaluru,2022-02-28,17.8,0.0,0
Bengaluru,2022-03-01,21.9,0.0,0
Bengaluru,2022-03-02,21.9,0.0,0
Bengaluru,2022-03-03,25.4,0.0,0
Bengaluru,2022-03-04,23.2,0.0,0
Bengaluru,2022-03-05,19.2,0.0,0
Bengaluru,2022-03-06,24.0,0.0,0
Bengaluru,2022-03-07,30.2,1.2,0
Bengaluru,2022-03-08,25.4,0.0,0
Bengaluru,2022-03-09,22.9,0.9,0
Bengaluru,2022-03-10,22.3,0.0,0
Bengaluru,2022-03-11,24.0,0.0,0
Bengaluru,2022-03-12,22.7,0.0,0
Bengaluru,2022-03-13,21.5,0.0,0
Bengaluru,2022-03-14,22.6,0.0,0
Bengaluru,2022-03-15,24.3,0.0,0
Bengaluru,2022-03-16,24.9,0.0,0
Bengaluru,2022-03-17,27.1,0.0,0
Bengaluru,2022-03-18,24.0,0.0,0
Bengaluru,2022-03-19,26.2,0.0,0
Bengaluru,2022-03-20,23.6,0.0,0
Bengaluru,2022-03-21,23.9,0.0,0
Bengaluru,2022-03-22,23.9,0.0,0
Bengaluru,2022-03-23,24.5,0.0,0
Bengaluru,2022-03-24,25.7,0.0,0
Bengaluru,2022-03-25,23.4,0.0,0
Bengaluru,2022-03-26,22.7,0.0,0
Bengaluru,2022-03-27,26.1,0.0,0
Bengaluru,2022-03-28,26.0,0.0,0
Bengaluru,2022-03-29,27.1,0.0,0
Bengaluru,2022-03-30,23.5,0.0,0
Bengaluru,2022-03-31,24.2,0.0,0
Bengaluru,2022-04-01,26.5,0.0,0
Bengaluru,2022-04-02,23.9,0.0,0
Bengaluru,2022-04-03,25.9,0.0,0
Bengaluru,2022-04-04,24.5,0.0,0
Bengaluru,2022-04-05,25.5,0.0,0
Bengaluru,2022-04-06,22.9,0.0,0
Bengaluru,2022-04-07,25.2,0.0,0
Bengaluru,2022-04-08,19.7,0.0,0
Bengaluru,2022-04-09,27.3,0.0,0
Bengaluru,2022-04-10,26.6,0.0,0
Bengaluru,2022-04-11,23.5,0.0,0
Bengaluru,2022-04-12,28.4,0.0,0
Bengaluru,2022-04-13,27.4,0.0,0
Bengaluru,2022-04-14,23.4,0.0,0
Bengaluru,2022-04-15,24.5,0.0,0
Bengaluru,2022-04-16,23.6,0.0,0
Bengaluru,2022-04-17,26.2,0.0,0
Bengaluru,2022-04-18,24.6,0.0,0
Bengaluru,2022-04-19,22.2,0.0,0
Bengaluru,2022-04-20,25.6,0.0,0
Bengaluru,2022-04-21,27.4,0.0,0
Bengaluru,2022-04-22,26.0,0.0,0
Bengaluru,2022-04-23,26.9,0.0,0
Bengaluru,2022-04-24,26.3,0.0,0
Bengaluru,2022-04-25,27.3,0.0,0
Bengaluru,2022-04-26,26.6,0.0,0
Bengaluru,2022-04-27,25.9,0.0,0
Bengaluru,2022-04-28,26.3,0.0,0
Bengaluru,2022-04-29,28.9,1.6,0
Bengaluru,2022-04-30,27.3,0.0,0
Bengaluru,2022-05-01,23.1,0.0,0
Bengaluru,2022-05-02,27.4,0.0,0
Bengaluru,2022-05-03,26.2,0.0,0
Bengaluru,2022-05-04,27.2,0.0,0
Bengaluru,2022-05-05,26.7,0.0,0
Bengaluru,2022-05-06,25.9,0.0,0
Bengaluru,2022-05-07,24.0,0.0,0
Bengaluru,2022-05-08,27.7,0.0,0
Bengaluru,2022-05-09,27.4,0.0,0
Bengaluru,2022-05-10,27.4,0.0,0
Bengaluru,2022-05-11,28.8,0.0,0
Bengaluru,2022-05-12,25.8,0.0,0
Bengaluru,2022-05-13,26.6,0.0,0
Bengaluru,2022-05-14,25.3,0.0,0
Bengaluru,2022-05-15,25.8,0.0,0
Bengaluru,2022-05-16,24.5,0.0,0
Bengaluru,2022-05-17,25.5,0.0,0
Bengaluru,2022-05-18,22.9,0.0,0
Bengaluru,2022-05-19,27.6,1.0,0
Bengaluru,2022-05-20,30.5,0.0,0
Bengaluru,2022-05-21,27.9,0.0,0
Bengaluru,2022-05-22,25.3,0.0,0
Bengaluru,2022-05-23,26.5,0.0,0
Bengaluru,2022-05-24,27.4,0.0,0
Bengaluru,2022-05-25,28.2,0.0,0
Bengaluru,2022-05-26,27.5,0.0,0
Bengaluru,2022-05-27,28.5,0.0,0
Bengaluru,2022-05-28,23.5,0.0,0
Bengaluru,2022-05-29,28.0,0.0,0
Bengaluru,2022-05-30,29.4,0.0,0
Bengaluru,2022-05-31,26.8,0.0,0
Bengaluru,2022-06-01,25.9,0.0,0
Bengaluru,2022-06-02,26.3,2.4,0
Bengaluru,2022-06-03,27.7,21.1,1
Bengaluru,2022-06-04,27.2,25.4,1
Bengaluru,2022-06-05,26.4,0.0,0
Bengaluru,2022-06-06,27.4,0.0,0
Bengaluru,2022-06-07,24.6,0.0,0
Bengaluru,2022-06-08,28.1,0.0,0
Bengaluru,2022-06-09,27.0,0.0,0
Bengaluru,2022-06-10,29.9,16.8,1
Bengaluru,2022-06-11,30.0,0.0,0
Bengaluru,2022-06-12,26.1,0.0,0
Bengaluru,2022-06-13,30.7,0.0,0
Bengaluru,2022-06-14,27.9,0.0,0
Bengaluru,2022-06-15,27.0,0.0,0
Bengaluru,2022-06-16,23.9,0.0,0
Bengaluru,2022-06-17,25.5,22.3,1
Bengaluru,2022-06-18,31.7,10.2,1
Bengaluru,2022-06-19,22.7,0.5,0
Bengaluru,2022-06-20,30.2,13.3,1
Bengaluru,2022-06-21,26.3,0.0,0
Bengaluru,2022-06-22,27.3,0.0,0
Bengaluru,2022-06-23,28.5,55.7,1
Bengaluru,2022-06-24,27.6,0.0,0
Bengaluru,2022-06-25,26.9,0.0,0
Bengaluru,2022-06-26,28.3,4.4,1
Bengaluru,2022-06-27,25.4,0.0,0
Bengaluru,2022-06-28,25.4,6.5,1
Bengaluru,2022-06-29,27.0,0.0,0
Bengaluru,2022-06-30,25.9,13.0,1
Bengaluru,2022-07-01,27.0,0.0,0
Bengaluru,2022-07-02,26.6,21.6,1
Bengaluru,2022-07-03,26.3,0.0,0
Bengaluru,2022-07-04,26.7,0.0,0
Bengaluru,2022-07-05,26.5,0.0,0
Bengaluru,2022-07-06,26.3,10.2,1
Bengaluru,2022-07-07,27.2,0.3,0
Bengaluru,2022-07-08,27.0,0.0,0
Bengaluru,2022-07-09,27.4,0.5,0
Bengaluru,2022-07-10,24.2,0.0,0
Bengaluru,2022-07-11,30.0,0.0,0
Bengaluru,2022-07-12,29.0,28.2,1
Bengaluru,2022-07-13,25.4,9.6,1
Bengaluru,2022-07-14,27.0,0.0,0
Bengaluru,2022-07-15,26.1,0.0,0
Bengaluru,2022-07-16,25.9,0.0,0
Bengaluru,2022-07-17,25.9,0.0,0
Bengaluru,2022-07-18,26.9,24.5,1
Bengaluru,2022-07-19,25.5,2.8,1
Bengaluru,2022-07-20,21.8,6.0,1
Bengaluru,2022-07-21,26.3,0.0,0
Bengaluru,2022-07-22,27.4,0.0,0
Bengaluru,2022-07-23,24.8,0.0,0
Bengaluru,2022-07-24,26.6,5.4,1
Bengaluru,2022-07-25,26.6,13.7,1
Bengaluru,2022-07-26,29.7,12.3,1
Bengaluru,2022-07-27,25.3,26.1,1
Bengaluru,2022-07-28,26.2,6.4,1
Bengaluru,2022-07-29,27.8,13.4,1
Bengaluru,2022-07-30,27.6,0.0,0
Bengaluru,2022-07-31,28.4,2.0,0
Bengaluru,2022-08-01,25.2,0.0,0
Bengaluru,2022-08-02,29.0,1.0,0
Bengaluru,2022-08-03,27.6,0.0,0
Bengaluru,2022-08-04,28.5,0.0,0
Bengaluru,2022-08-05,26.0,0.0,0
Bengaluru,2022-08-06,23.1,6.7,1
Bengaluru,2022-08-07,27.7,0.0,0
Bengaluru,2022-08-08,22.9,32.7,1
Bengaluru,2022-08-09,28.0,0.0,0
Bengaluru,2022-08-10,27.2,0.0,0
Bengaluru,2022-08-11,27.4,24.1,1
Bengaluru,2022-08-12,24.8,1.6,0
Bengaluru,2022-08-13,25.3,0.0,0
Bengaluru,2022-08-14,27.7,0.0,0
Bengaluru,2022-08-15,28.9,0.0,0
Bengaluru,2022-08-16,27.6,3.9,1
Bengaluru,2022-08-17,24.6,0.0,0
Bengaluru,2022-08-18,27.2,11.8,1
Bengaluru,2022-08-19,24.4,1.7,0
Bengaluru,2022-08-20,27.0,0.0,0
Bengaluru,2022-08-21,24.2,0.0,0
Bengaluru,2022-08-22,27.9,0.0,0
Bengaluru,2022-08-23,24.8,1.0,0
Bengaluru,2022-08-24,21.9,0.3,0
Bengaluru,2022-08-25,23.6,0.0,0
Bengaluru,2022-08-26,28.9,4.2,1
Bengaluru,2022-08-27,25.8,26.5,1
Bengaluru,2022-08-28,25.5,0.0,0
Bengaluru,2022-08-29,25.3,1.1,0
Bengaluru,2022-08-30,30.4,0.0,0
Bengaluru,2022-08-31,26.3,1.9,0
Bengaluru,2022-09-01,24.7,0.0,0
Bengaluru,2022-09-02,25.5,0.0,0
Bengaluru,2022-09-03,21.6,0.0,0
Bengaluru,2022-09-04,26.1,0.0,0
Bengaluru,2022-09-05,26.8,0.0,0
Bengaluru,2022-09-06,23.2,0.0,0
Bengaluru,2022-09-07,23.5,0.0,0
Bengaluru,2022-09-08,24.3,0.0,0
Bengaluru,2022-09-09,24.7,13.1,1
Bengaluru,2022-09-10,21.0,1.2,0
Bengaluru,2022-09-11,25.8,0.0,0
Bengaluru,2022-09-12,24.9,6.2,1
Bengaluru,2022-09-13,25.6,0.0,0
Bengaluru,2022-09-14,23.7,14.9,1
Bengaluru,2022-09-15,24.8,3.5,1
Bengaluru,2022-09-16,24.3,0.0,0
Bengaluru,2022-09-17,23.6,0.0,0
Bengaluru,2022-09-18,25.2,9.6,1
Bengaluru,2022-09-19,29.0,11.2,1
Bengaluru,2022-09-20,21.5,4.5,1
Bengaluru,2022-09-21,22.8,2.3,0
Bengaluru,2022-09-22,23.8,0.0,0
Bengaluru,2022-09-23,24.3,0.0,0
Bengaluru,2022-09-24,22.7,6.2,1
Bengaluru,2022-09-25,25.5,0.0,0
Bengaluru,2022-09-26,21.5,12.0,1
Bengaluru,2022-09-27,25.6,10.4,1
Bengaluru,2022-09-28,25.5,0.0,0
Bengaluru,2022-09-29,25.3,0.0,0
Bengaluru,2022-09-30,26.5,0.0,0
Bengaluru,2022-10-01,23.3,0.0,0
Bengaluru,2022-10-02,27.0,0.0,0
Bengaluru,2022-10-03,21.4,0.0,0
Bengaluru,2022-10-04,23.0,0.0,0
Bengaluru,2022-10-05,21.3,0.0,0
Bengaluru,2022-10-06,23.4,0.0,0
Bengaluru,2022-10-07,21.3,0.0,0
Bengaluru,2022-10-08,24.9,1.0,0
Bengaluru,2022-10-09,23.7,0.0,0
Bengaluru,2022-10-10,21.3,0.0,0
Bengaluru,2022-10-11,20.8,0.0,0
Bengaluru,2022-10-12,23.3,0.0,0
Bengaluru,2022-10-13,24.9,0.0,0
Bengaluru,2022-10-14,21.6,0.0,0
Bengaluru,2022-10-15,26.4,0.0,0
Bengaluru,2022-10-16,18.8,0.0,0
Bengaluru,2022-10-17,23.9,0.6,0
Bengaluru,2022-10-18,20.5,0.0,0
Bengaluru,2022-10-19,24.5,0.0,0
Bengaluru,2022-10-20,21.7,0.0,0
Bengaluru,2022-10-21,25.1,0.0,0
Bengaluru,2022-10-22,21.2,0.0,0
Bengaluru,2022-10-23,21.5,0.0,0
Bengaluru,2022-10-24,21.0,0.0,0
Bengaluru,2022-10-25,21.7,0.0,0
Bengaluru,2022-10-26,22.8,0.0,0
Bengaluru,2022-10-27,20.1,0.0,0
Bengaluru,2022-10-28,19.8,0.0,0
Bengaluru,2022-10-29,18.8,0.0,0
Bengaluru,2022-10-30,18.5,0.0,0
Bengaluru,2022-10-31,19.3,0.0,0
Bengaluru,2022-11-01,20.7,0.0,0
Bengaluru,2022-11-02,21.9,0.0,0
Bengaluru,2022-11-03,22.3,0.0,0
Bengaluru,2022-11-04,21.8,0.0,0
Bengaluru,2022-11-05,24.1,0.0,0
Bengaluru,2022-11-06,24.7,0.0,0
Bengaluru,2022-11-07,20.9,0.0,0
Bengaluru,2022-11-08,19.6,0.0,0
Bengaluru,2022-11-09,25.2,0.0,0
Bengaluru,2022-11-10,23.4,0.0,0
Bengaluru,2022-11-11,23.2,0.0,0
Bengaluru,2022-11-12,20.2,0.0,0
Bengaluru,2022-11-13,22.7,0.0,0
Bengaluru,2022-11-14,21.4,0.0,0
Bengaluru,2022-11-15,21.0,0.0,0
Bengaluru,2022-11-16,20.9,0.0,0
Bengaluru,2022-11-17,22.0,0.0,0
Bengaluru,2022-11-18,23.7,0.0,0
Bengaluru,2022-11-19,25.1,0.0,0
Bengaluru,2022-11-20,20.2,0.0,0
Bengaluru,2022-11-21,21.3,0.0,0
Bengaluru,2022-11-22,20.7,0.0,0
Bengaluru,2022-11-23,21.6,0.0,0
Bengaluru,2022-11-24,16.3,0.0,0
Bengaluru,2022-11-25,20.4,0.0,0
Bengaluru,2022-11-26,24.5,0.0,0
Bengaluru,2022-11-27,19.6,0.0,0
Bengaluru,2022-11-28,20.0,0.0,0
Bengaluru,2022-11-29,19.7,0.0,0
Bengaluru,2022-11-30,20.4,0.0,0
Bengaluru,2022-12-01,18.4,0.0,0
Bengaluru,2022-12-02,19.7,2.6,1
Bengaluru,2022-12-03,21.2,0.0,0
Bengaluru,2022-12-04,22.8,0.0,0
Bengaluru,2022-12-05,22.9,0.0,0
Bengaluru,2022-12-06,21.0,0.0,0
Bengaluru,2022-12-07,17.8,0.0,0
Bengaluru,2022-12-08,23.7,0.0,0
Bengaluru,2022-12-09,18.1,0.0,0
Bengaluru,2022-12-10,21.5,0.0,0
Bengaluru,2022-12-11,23.1,0.0,0
Bengaluru,2022-12-12,21.5,0.0,0
Bengaluru,2022-12-13,19.5,0.0,0
Bengaluru,2022-12-14,20.9,0.0,0
Bengaluru,2022-12-15,19.6,0.0,0
Bengaluru,2022-12-16,19.5,0.0,0
Bengaluru,2022-12-17,21.0,0.0,0
Bengaluru,2022-12-18,16.0,0.0,0
Bengaluru,2022-12-19,20.1,0.0,0
Bengaluru,2022-12-20,20.8,0.0,0
Bengaluru,2022-12-21,20.7,0.0,0
Bengaluru,2022-12-22,19.2,0.0,0
Bengaluru,2022-12-23,21.5,0.2,0
Bengaluru,2022-12-24,20.6,0.3,0
Bengaluru,2022-12-25,24.3,4.4,1
Bengaluru,2022-12-26,21.6,0.0,0
Bengaluru,2022-12-27,19.7,0.0,0
Bengaluru,2022-12-28,20.1,0.0,0
Bengaluru,2022-12-29,20.6,0.0,0
Bengaluru,2022-12-30,18.6,0.0,0
Bengaluru,2022-12-31,22.3,0.0,0
Bengaluru,2023-01-01,16.8,1.7,0
Bengaluru,2023-01-02,18.6,0.0,0
Bengaluru,2023-01-03,23.8,0.0,0
Bengaluru,2023-01-04,20.8,0.0,0
Bengaluru,2023-01-05,21.5,0.0,0
Bengaluru,2023-01-06,18.1,0.0,0
Bengaluru,2023-01-07,19.7,0.0,0
Bengaluru,2023-01-08,21.8,0.0,0
Bengaluru,2023-01-09,22.6,0.0,0
Bengaluru,2023-01-10,19.1,0.0,0
Bengaluru,2023-01-11,18.4,0.0,0
Bengaluru,2023-01-12,21.7,0.0,0
Bengaluru,2023-01-13,20.2,0.0,0
Bengaluru,2023-01-14,18.1,0.0,0
Bengaluru,2023-01-15,17.8,0.0,0
Bengaluru,2023-01-16,19.8,0.0,0
Bengaluru,2023-01-17,22.8,0.0,0
Bengaluru,2023-01-18,23.1,0.0,0
Bengaluru,2023-01-19,21.5,0.0,0
Bengaluru,2023-01-20,21.3,0.0,0
Bengaluru,2023-01-21,20.4,0.0,0
Bengaluru,2023-01-22,17.1,0.0,0
Bengaluru,2023-01-23,23.1,0.0,0
Bengaluru,2023-01-24,21.8,0.0,0
Bengaluru,2023-01-25,19.7,0.0,0
Bengaluru,2023-01-26,23.7,0.0,0
Bengaluru,2023-01-27,19.1,0.0,0
Bengaluru,2023-01-28,23.3,0.0,0
Bengaluru,2023-01-29,18.2,0.0,0
Bengaluru,2023-01-30,26.0,0.0,0
Bengaluru,2023-01-31,18.9,0.0,0
Bengaluru,2023-02-01,23.6,0.0,0
Bengaluru,2023-02-02,20.3,0.0,0
Bengaluru,2023-02-03,22.6,0.0,0
Bengaluru,2023-02-04,24.8,0.0,0
Bengaluru,2023-02-05,21.1,0.0,0
Bengaluru,2023-02-06,26.0,0.0,0
Bengaluru,2023-02-07,24.9,0.0,0
Bengaluru,2023-02-08,19.1,0.0,0
Bengaluru,2023-02-09,21.8,0.0,0
Bengaluru,2023-02-10,21.4,0.0,0
Bengaluru,2023-02-11,22.0,0.0,0
Bengaluru,2023-02-12,21.3,0.0,0
Bengaluru,2023-02-13,20.4,0.0,0
Bengaluru,2023-02-14,21.9,0.0,0
Bengaluru,2023-02-15,23.1,0.0,0
Bengaluru,2023-02-16,17.6,0.0,0
Bengaluru,2023-02-17,23.9,0.0,0
Bengaluru,2023-02-18,22.6,0.0,0
Bengaluru,2023-02-19,25.1,0.0,0
Bengaluru,2023-02-20,21.5,0.0,0
Bengaluru,2023-02-21,21.3,0.0,0
Bengaluru,2023-02-22,21.0,0.0,0
Bengaluru,2023-02-23,23.4,0.0,0
Bengaluru,2023-02-24,19.2,0.0,0
Bengaluru,2023-02-25,21.3,0.0,0
Bengaluru,2023-02-26,23.0,0.0,0
Bengaluru,2023-02-27,20.0,0.0,0
Bengaluru,2023-02-28,22.9,0.0,0
Bengaluru,2023-03-01,25.2,0.0,0
Bengaluru,2023-03-02,25.0,0.0,0
Bengaluru,2023-03-03,22.7,0.0,0
Bengaluru,2023-03-04,24.8,0.0,0
Bengaluru,2023-03-05,23.9,0.0,0
Bengaluru,2023-03-06,23.5,0.0,0
Bengaluru,2023-03-07,24.3,0.4,0
Bengaluru,2023-03-08,22.6,0.0,0
Bengaluru,2023-03-09,21.8,0.0,0
Bengaluru,2023-03-10,22.0,0.0,0
Bengaluru,2023-03-11,27.1,0.0,0
Bengaluru,2023-03-12,23.5,0.0,0
Bengaluru,2023-03-13,22.1,0.0,0
Bengaluru,2023-03-14,25.5,0.0,0
Bengaluru,2023-03-15,23.7,0.0,0
Bengaluru,2023-03-16,23.9,0.0,0
Bengaluru,2023-03-17,25.0,0.0,0
Bengaluru,2023-03-18,25.1,0.0,0
Bengaluru,2023-03-19,22.1,0.0,0
Bengaluru,2023-03-20,23.4,0.0,0
Bengaluru,2023-03-21,21.5,0.0,0
Bengaluru,2023-03-22,24.7,0.0,0
Bengaluru,2023-03-23,27.5,0.0,0
Bengaluru,2023-03-24,22.5,0.0,0
Bengaluru,2023-03-25,21.5,0.0,0
Bengaluru,2023-03-26,23.2,0.0,0
Bengaluru,2023-03-27,23.9,0.0,0
Bengaluru,2023-03-28,25.8,0.0,0
Bengaluru,2023-03-29,23.9,0.0,0
Bengaluru,2023-03-30,25.2,0.0,0
Bengaluru,2023-03-31,23.7,0.0,0
Bengaluru,2023-04-01,24.3,0.0,0
Bengaluru,2023-04-02,23.3,0.0,0
Bengaluru,2023-04-03,22.8,0.0,0
Bengaluru,2023-04-04,26.2,0.0,0
Bengaluru,2023-04-05,24.1,0.0,0
Bengaluru,2023-04-06,25.8,0.0,0
Bengaluru,2023-04-07,23.5,0.0,0
Bengaluru,2023-04-08,25.1,0.0,0
Bengaluru,2023-04-09,21.4,0.0,0
Bengaluru,2023-04-10,24.5,0.0,0
Bengaluru,2023-04-11,23.9,0.0,0
Bengaluru,2023-04-12,27.4,0.0,0
Bengaluru,2023-04-13,23.1,0.0,0
Bengaluru,2023-04-14,25.1,0.0,0
Bengaluru,2023-04-15,26.1,0.0,0
Bengaluru,2023-04-16,27.4,0.0,0
Bengaluru,2023-04-17,27.1,0.0,0
Bengaluru,2023-04-18,25.5,0.0,0
Bengaluru,2023-04-19,25.8,0.0,0
Bengaluru,2023-04-20,27.9,0.0,0
Bengaluru,2023-04-21,25.6,0.0,0
Bengaluru,2023-04-22,26.2,0.0,0
Bengaluru,2023-04-23,28.1,0.0,0
Bengaluru,2023-04-24,30.4,0.0,0
Bengaluru,2023-04-25,26.5,0.0,0
Bengaluru,2023-04-26,27.0,0.0,0
Bengaluru,2023-04-27,27.6,0.0,0
Bengaluru,2023-04-28,28.3,0.0,0
Bengaluru,2023-04-29,28.1,0.0,0
Bengaluru,2023-04-30,25.2,0.0,0
Bengaluru,2023-05-01,26.9,0.0,0
Bengaluru,2023-05-02,28.2,0.0,0
Bengaluru,2023-05-03,29.0,0.0,0
Bengaluru,2023-05-04,26.2,0.0,0
Bengaluru,2023-05-05,27.0,0.0,0
Bengaluru,2023-05-06,27.3,0.0,0
Bengaluru,2023-05-07,26.6,0.0,0
Bengaluru,2023-05-08,27.1,0.0,0
Bengaluru,2023-05-09,22.8,0.0,0
Bengaluru,2023-05-10,32.5,0.0,0
Bengaluru,2023-05-11,30.8,0.0,0
Bengaluru,2023-05-12,26.4,0.0,0
Bengaluru,2023-05-13,26.6,0.0,0
Bengaluru,2023-05-14,23.9,0.0,0
Bengaluru,2023-05-15,23.6,0.0,0
Bengaluru,2023-05-16,27.8,0.0,0
Bengaluru,2023-05-17,28.8,0.0,0
Bengaluru,2023-05-18,28.5,0.0,0
Bengaluru,2023-05-19,25.5,0.0,0
Bengaluru,2023-05-20,28.4,0.0,0
Bengaluru,2023-05-21,26.8,0.0,0
Bengaluru,2023-05-22,26.4,0.0,0
Bengaluru,2023-05-23,24.7,3.7,1
Bengaluru,2023-05-24,28.0,0.0,0
Bengaluru,2023-05-25,28.4,0.0,0
Bengaluru,2023-05-26,27.4,0.0,0
Bengaluru,2023-05-27,26.7,0.0,0
Bengaluru,2023-05-28,27.3,0.0,0
Bengaluru,2023-05-29,25.4,0.0,0
Bengaluru,2023-05-30,29.9,0.0,0
Bengaluru,2023-05-31,28.7,7.8,1
Bengaluru,2023-06-01,29.6,7.0,1
Bengaluru,2023-06-02,26.5,0.0,0
Bengaluru,2023-06-03,29.4,0.0,0
Bengaluru,2023-06-04,27.4,18.1,1
Bengaluru,2023-06-05,27.9,0.0,0
Bengaluru,2023-06-06,27.4,0.0,0
Bengaluru,2023-06-07,25.9,0.0,0
Bengaluru,2023-06-08,28.9,0.0,0
