state,district,market,commodity,variety,group,arrivals_tonnes,min_price_rs_quintal,max_price_rs_quintal,modal_price_rs_quintal,reported_date,commodity_clean,date,modal_price_rs_kg,min_price_rs_kg,max_price_rs_kg
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,161.8,3159.3,4079.2,3527.5,2023-09-12,onion,2023-09-12,35.275,31.593000000000004,40.792
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,242.4,3665.6,4515.2,4204.8,2023-09-13,onion,2023-09-13,42.048,36.656,45.152
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,200.3,3472.0,4263.0,3965.7,2023-09-14,onion,2023-09-14,39.657,34.72,42.63
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,217.0,3829.8,4631.8,4200.1,2023-09-15,onion,2023-09-15,42.001000000000005,38.298,46.318000000000005
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,182.2,3605.6,4060.6,3813.8,2023-09-16,onion,2023-09-16,38.138000000000005,36.056,40.606
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,229.9,3395.5,4021.1,3806.2,2023-09-17,onion,2023-09-17,38.062,33.955,40.211
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,211.8,3272.0,4034.1,3814.6,2023-09-18,onion,2023-09-18,38.146,32.72,40.341
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,216.7,3430.0,4569.0,3872.9,2023-09-19,onion,2023-09-19,38.729,34.3,45.69
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,180.8,3611.7,4477.0,4069.4,2023-09-20,onion,2023-09-20,40.694,36.117,44.77
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,193.2,2646.2,3230.9,3017.1,2023-09-21,onion,2023-09-21,30.171,26.462,32.309
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,176.4,3672.4,4311.2,4076.5,2023-09-22,onion,2023-09-22,40.765,36.724000000000004,43.111999999999995
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,166.6,3356.4,4468.5,3919.4,2023-09-23,onion,2023-09-23,39.194,33.564,44.685
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,229.4,3790.1,4707.4,4102.3,2023-09-24,onion,2023-09-24,41.023,37.900999999999996,47.074
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,196.2,3480.2,4027.4,3771.8,2023-09-25,onion,2023-09-25,37.718,34.802,40.274
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,263.2,3750.8,4430.5,3972.2,2023-09-26,onion,2023-09-26,39.722,37.508,44.305
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,168.4,3326.5,4397.5,3885.0,2023-09-27,onion,2023-09-27,38.85,33.265,43.975
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,239.9,3145.1,3928.5,3625.3,2023-09-28,onion,2023-09-28,36.253,31.451,39.285
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,202.1,3438.9,4201.3,3983.9,2023-09-29,onion,2023-09-29,39.839,34.389,42.013000000000005
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,170.8,3619.9,4064.4,3818.7,2023-09-30,onion,2023-09-30,38.187,36.199,40.644
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,187.4,3747.4,4374.6,4065.6,2023-10-01,onion,2023-10-01,40.656,37.474000000000004,43.746
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,217.0,4146.9,5245.3,4731.0,2023-10-02,onion,2023-10-02,47.31,41.468999999999994,52.453
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,166.4,4133.3,4753.4,4383.9,2023-10-03,onion,2023-10-03,43.839,41.333,47.534
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,147.9,4473.1,5549.9,4908.1,2023-10-04,onion,2023-10-04,49.081,44.731,55.498999999999995
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,196.2,3509.3,4383.3,3794.9,2023-10-05,onion,2023-10-05,37.949,35.093,43.833
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,215.0,4103.9,5467.8,4827.1,2023-10-06,onion,2023-10-06,48.271,41.038999999999994,54.678000000000004
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,164.8,4042.1,4649.3,4270.3,2023-10-07,onion,2023-10-07,42.703,40.421,46.493
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,234.3,3294.7,4246.2,3782.3,2023-10-08,onion,2023-10-08,37.823,32.946999999999996,42.461999999999996
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,200.5,3477.7,4304.9,3805.5,2023-10-09,onion,2023-10-09,38.055,34.777,43.049
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,184.6,4027.8,5267.7,4651.4,2023-10-10,onion,2023-10-10,46.513999999999996,40.278,52.677
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,235.8,4138.3,4777.3,4361.0,2023-10-11,onion,2023-10-11,43.61,41.383,47.773
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,154.4,3628.9,4834.5,4221.5,2023-10-12,onion,2023-10-12,42.215,36.289,48.345
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,202.3,4118.8,5212.8,4529.8,2023-10-13,onion,2023-10-13,45.298,41.188,52.128
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,186.7,3434.5,4413.6,3776.8,2023-10-14,onion,2023-10-14,37.768,34.345,44.136
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,147.5,3693.4,4741.9,4149.9,2023-10-15,onion,2023-10-15,41.498999999999995,36.934,47.419
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,199.4,3613.5,4454.7,4187.6,2023-10-16,onion,2023-10-16,41.876000000000005,36.135,44.547
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,175.2,3748.2,4736.3,4122.2,2023-10-17,onion,2023-10-17,41.222,37.482,47.363
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,232.9,3789.7,4436.5,4174.5,2023-10-18,onion,2023-10-18,41.745,37.897,44.365
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,218.9,3745.9,5088.2,4362.4,2023-10-19,onion,2023-10-19,43.623999999999995,37.459,50.882
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,193.4,3994.7,4761.6,4217.2,2023-10-20,onion,2023-10-20,42.172,39.946999999999996,47.61600000000001
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,232.7,3155.5,3985.0,3518.4,2023-10-21,onion,2023-10-21,35.184,31.555,39.85
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,225.9,4083.5,5214.1,4489.4,2023-10-22,onion,2023-10-22,44.894,40.835,52.141000000000005
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,151.2,3290.2,3988.7,3600.0,2023-10-23,onion,2023-10-23,36.0,32.902,39.887
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,148.1,3944.4,5239.3,4443.0,2023-10-24,onion,2023-10-24,44.43,39.444,52.393
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,211.1,4249.6,5221.3,4645.0,2023-10-25,onion,2023-10-25,46.45,42.496,52.213
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,235.5,4036.2,4799.9,4520.2,2023-10-26,onion,2023-10-26,45.202,40.361999999999995,47.998999999999995
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,234.5,4519.0,5289.4,5003.7,2023-10-27,onion,2023-10-27,50.037,45.19,52.894
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,237.3,3794.1,4366.2,4082.9,2023-10-28,onion,2023-10-28,40.829,37.941,43.662
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,197.0,3900.4,4554.2,4280.8,2023-10-29,onion,2023-10-29,42.808,39.004,45.542
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,196.3,4239.8,5542.6,4945.1,2023-10-30,onion,2023-10-30,49.451,42.398,55.426
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,198.3,3921.6,5223.9,4482.1,2023-10-31,onion,2023-10-31,44.821000000000005,39.216,52.239
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,225.5,4161.2,4898.4,4569.5,2023-11-01,onion,2023-11-01,45.695,41.611999999999995,48.983999999999995
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,159.1,4022.8,4785.4,4297.4,2023-11-02,onion,2023-11-02,42.974,40.228,47.854
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,170.9,4096.8,5089.0,4468.2,2023-11-03,onion,2023-11-03,44.681999999999995,40.968,50.89
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,235.4,3432.3,4346.2,3947.9,2023-11-04,onion,2023-11-04,39.479,34.323,43.461999999999996
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,234.4,3917.8,4616.2,4229.0,2023-11-05,onion,2023-11-05,42.29,39.178000000000004,46.162
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,165.7,3702.5,4555.3,4128.4,2023-11-06,onion,2023-11-06,41.284,37.025,45.553000000000004
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,193.9,4510.9,5678.1,5076.0,2023-11-07,onion,2023-11-07,50.76,45.108999999999995,56.781000000000006
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,235.4,3790.0,4626.7,4112.1,2023-11-08,onion,2023-11-08,41.121,37.9,46.266999999999996
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,221.9,4257.7,5592.9,4791.9,2023-11-09,onion,2023-11-09,47.919,42.577,55.928999999999995
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,153.7,4153.7,5678.1,4838.5,2023-11-10,onion,2023-11-10,48.385,41.537,56.781000000000006
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,184.5,4336.9,5229.8,4785.2,2023-11-11,onion,2023-11-11,47.852,43.369,52.298
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,200.1,4142.2,5449.3,4624.3,2023-11-12,onion,2023-11-12,46.243,41.422,54.493
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,211.9,3831.6,4754.7,4424.2,2023-11-13,onion,2023-11-13,44.242,38.316,47.547
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,215.1,3753.8,4802.0,4340.5,2023-11-14,onion,2023-11-14,43.405,37.538000000000004,48.02
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,167.5,3695.2,4418.6,4124.7,2023-11-15,onion,2023-11-15,41.247,36.952,44.18600000000001
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,149.4,3756.6,4668.6,4135.2,2023-11-16,onion,2023-11-16,41.352,37.566,46.68600000000001
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,175.4,3813.8,4728.9,4284.1,2023-11-17,onion,2023-11-17,42.841,38.138000000000005,47.288999999999994
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,158.9,3266.2,4226.0,3663.1,2023-11-18,onion,2023-11-18,36.631,32.662,42.26
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,172.6,4202.0,5141.2,4607.9,2023-11-19,onion,2023-11-19,46.07899999999999,42.02,51.412
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,220.2,4025.2,5097.1,4483.7,2023-11-20,onion,2023-11-20,44.836999999999996,40.251999999999995,50.971000000000004
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,227.1,4682.7,5595.0,4943.4,2023-11-21,onion,2023-11-21,49.434,46.827,55.95
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,194.3,3791.8,4621.9,4351.1,2023-11-22,onion,2023-11-22,43.511,37.918,46.218999999999994
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,207.5,4010.6,4786.6,4337.3,2023-11-23,onion,2023-11-23,43.373000000000005,40.106,47.86600000000001
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,176.9,2957.5,3700.1,3364.5,2023-11-24,onion,2023-11-24,33.645,29.575,37.001
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,152.3,3831.5,4461.8,4189.2,2023-11-25,onion,2023-11-25,41.891999999999996,38.315,44.618
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,182.7,4066.1,4871.1,4553.2,2023-11-26,onion,2023-11-26,45.532,40.661,48.711000000000006
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,210.6,4692.5,5888.1,5051.3,2023-11-27,onion,2023-11-27,50.513000000000005,46.925,58.881
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,162.2,3855.4,4812.0,4410.7,2023-11-28,onion,2023-11-28,44.107,38.554,48.12
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,201.9,3890.5,4757.7,4194.3,2023-11-29,onion,2023-11-29,41.943000000000005,38.905,47.577
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,204.3,3531.1,4470.1,3947.7,2023-11-30,onion,2023-11-30,39.477,35.311,44.701
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,363.3,2558.5,2993.9,2753.5,2023-12-01,onion,2023-12-01,27.535,25.585,29.939
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,268.7,2683.4,3515.6,2996.3,2023-12-02,onion,2023-12-02,29.963,26.834,35.156
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,267.6,2257.7,2768.2,2460.7,2023-12-03,onion,2023-12-03,24.607,22.576999999999998,27.682
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,280.1,2392.0,2885.1,2523.6,2023-12-04,onion,2023-12-04,25.236,23.92,28.851
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,375.1,2287.7,2817.1,2516.5,2023-12-05,onion,2023-12-05,25.165,22.877,28.171
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,246.4,2403.2,3126.2,2758.7,2023-12-06,onion,2023-12-06,27.587,24.031999999999996,31.261999999999997
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,243.9,2321.9,3096.5,2709.7,2023-12-07,onion,2023-12-07,27.096999999999998,23.219,30.965
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,354.2,2523.9,3001.0,2842.3,2023-12-08,onion,2023-12-08,28.423000000000002,25.239,30.01
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,332.6,2505.3,3037.3,2656.8,2023-12-09,onion,2023-12-09,26.568,25.053,30.373
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,324.9,2231.4,2648.2,2384.4,2023-12-10,onion,2023-12-10,23.844,22.314,26.482
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,342.8,2550.5,3173.2,2756.1,2023-12-11,onion,2023-12-11,27.561,25.505,31.732
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,240.9,2415.6,3047.1,2807.6,2023-12-12,onion,2023-12-12,28.076,24.156,30.471
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,263.4,2471.5,3167.9,2861.4,2023-12-13,onion,2023-12-13,28.614,24.715,31.679000000000002
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,391.3,2406.7,2981.2,2582.5,2023-12-14,onion,2023-12-14,25.825,24.066999999999997,29.811999999999998
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,305.6,2441.0,3024.8,2570.1,2023-12-15,onion,2023-12-15,25.701,24.41,30.248
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,325.4,2439.2,3201.2,2772.0,2023-12-16,onion,2023-12-16,27.72,24.392,32.012
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,321.3,2262.0,2642.9,2433.9,2023-12-17,onion,2023-12-17,24.339000000000002,22.62,26.429000000000002
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,368.8,2399.2,3206.9,2736.8,2023-12-18,onion,2023-12-18,27.368000000000002,23.991999999999997,32.069
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,336.9,2418.3,3018.8,2619.8,2023-12-19,onion,2023-12-19,26.198,24.183000000000003,30.188000000000002
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,274.1,2295.1,2803.9,2450.4,2023-12-20,onion,2023-12-20,24.504,22.951,28.039
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,265.4,2257.5,2744.6,2476.7,2023-12-21,onion,2023-12-21,24.767,22.575,27.445999999999998
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,334.4,1915.1,2474.4,2227.8,2023-12-22,onion,2023-12-22,22.278000000000002,19.151,24.744
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,281.2,2268.6,2925.8,2654.3,2023-12-23,onion,2023-12-23,26.543000000000003,22.686,29.258000000000003
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,263.5,2367.9,2817.9,2545.2,2023-12-24,onion,2023-12-24,25.451999999999998,23.679000000000002,28.179000000000002
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,367.7,2182.4,2762.8,2537.6,2023-12-25,onion,2023-12-25,25.375999999999998,21.824,27.628
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,244.7,2123.0,2675.6,2384.3,2023-12-26,onion,2023-12-26,23.843000000000004,21.23,26.756
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,241.6,2294.7,2768.8,2514.0,2023-12-27,onion,2023-12-27,25.14,22.947,27.688000000000002
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,324.7,2601.1,3118.4,2849.3,2023-12-28,onion,2023-12-28,28.493000000000002,26.011,31.184
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,333.4,2492.0,3199.7,2804.1,2023-12-29,onion,2023-12-29,28.041,24.92,31.997
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,380.1,2432.1,2907.2,2647.3,2023-12-30,onion,2023-12-30,26.473000000000003,24.320999999999998,29.072
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,384.7,2300.1,2640.9,2461.8,2023-12-31,onion,2023-12-31,24.618000000000002,23.000999999999998,26.409000000000002
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,398.3,2196.9,2726.3,2332.3,2022-01-01,onion,2022-01-01,23.323,21.969,27.263
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,279.1,2524.6,3177.2,2693.2,2022-01-02,onion,2022-01-02,26.932,25.246,31.772
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,396.7,2331.4,2838.0,2670.3,2022-01-03,onion,2022-01-03,26.703000000000003,23.314,28.38
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,240.7,2352.4,3110.9,2674.4,2022-01-04,onion,2022-01-04,26.744,23.524,31.109
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,330.5,2266.9,2956.4,2594.1,2022-01-05,onion,2022-01-05,25.941,22.669,29.564
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,302.1,2158.6,2695.6,2516.6,2022-01-06,onion,2022-01-06,25.166,21.586,26.956
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,317.5,2416.8,2879.1,2710.6,2022-01-07,onion,2022-01-07,27.105999999999998,24.168000000000003,28.791
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,278.3,2131.4,2646.6,2481.0,2022-01-08,onion,2022-01-08,24.81,21.314,26.465999999999998
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,355.5,2188.5,2797.5,2494.7,2022-01-09,onion,2022-01-09,24.947,21.885,27.975
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,247.9,2664.9,2995.5,2807.1,2022-01-10,onion,2022-01-10,28.070999999999998,26.649,29.955
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,392.6,2601.7,3168.4,2783.7,2022-01-11,onion,2022-01-11,27.837,26.017,31.684
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,394.8,2439.6,3164.4,2707.4,2022-01-12,onion,2022-01-12,27.074,24.396,31.644000000000002
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,312.5,2177.0,2807.0,2503.4,2022-01-13,onion,2022-01-13,25.034000000000002,21.77,28.07
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,281.2,2603.5,2951.2,2776.3,2022-01-14,onion,2022-01-14,27.763,26.035,29.511999999999997
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,339.6,2225.7,2776.4,2523.2,2022-01-15,onion,2022-01-15,25.232,22.256999999999998,27.764
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,311.6,2292.5,3076.4,2647.8,2022-01-16,onion,2022-01-16,26.478,22.925,30.764
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,240.6,2269.7,2763.5,2586.5,2022-01-17,onion,2022-01-17,25.865,22.697,27.635
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,302.7,2506.6,2952.6,2775.2,2022-01-18,onion,2022-01-18,27.752,25.066,29.526
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,391.5,1969.4,2612.4,2270.2,2022-01-19,onion,2022-01-19,22.701999999999998,19.694000000000003,26.124000000000002
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,393.6,2349.0,2923.1,2731.3,2022-01-20,onion,2022-01-20,27.313000000000002,23.49,29.230999999999998
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,252.8,2361.9,3040.6,2678.8,2022-01-21,onion,2022-01-21,26.788,23.619,30.406
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,324.6,2242.8,2951.7,2565.4,2022-01-22,onion,2022-01-22,25.654,22.428,29.517
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,396.7,2412.1,2853.3,2574.3,2022-01-23,onion,2022-01-23,25.743000000000002,24.121,28.533
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,381.7,2605.8,3010.2,2754.6,2022-01-24,onion,2022-01-24,27.546,26.058000000000003,30.101999999999997
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,373.9,2295.4,2665.3,2515.7,2022-01-25,onion,2022-01-25,25.156999999999996,22.954,26.653000000000002
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,304.0,2343.3,2861.2,2701.3,2022-01-26,onion,2022-01-26,27.013,23.433000000000003,28.612
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,249.7,2681.1,3133.1,2829.9,2022-01-27,onion,2022-01-27,28.299,26.811,31.331
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,311.7,2450.8,2977.0,2649.8,2022-01-28,onion,2022-01-28,26.498,24.508000000000003,29.77
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,327.0,2302.6,2991.7,2605.1,2022-01-29,onion,2022-01-29,26.051,23.026,29.916999999999998
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,278.1,2055.1,2456.2,2191.7,2022-01-30,onion,2022-01-30,21.916999999999998,20.551,24.561999999999998
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,297.2,2297.7,2984.9,2639.0,2022-01-31,onion,2022-01-31,26.39,22.976999999999997,29.849
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,356.2,2653.4,3148.9,2839.6,2022-02-01,onion,2022-02-01,28.396,26.534000000000002,31.489
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,265.6,2424.0,2952.6,2556.1,2022-02-02,onion,2022-02-02,25.561,24.24,29.526
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,344.1,2132.1,2654.6,2429.0,2022-02-03,onion,2022-02-03,24.29,21.320999999999998,26.546
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,309.9,2493.4,3197.5,2767.4,2022-02-04,onion,2022-02-04,27.674,24.934,31.975
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,392.4,2390.9,3114.5,2772.4,2022-02-05,onion,2022-02-05,27.724,23.909000000000002,31.145
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,308.5,2448.0,3133.9,2676.3,2022-02-06,onion,2022-02-06,26.763,24.48,31.339000000000002
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,378.2,2547.0,3394.6,2884.0,2022-02-07,onion,2022-02-07,28.84,25.47,33.946
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,393.3,2242.9,2690.4,2515.8,2022-02-08,onion,2022-02-08,25.158,22.429000000000002,26.904
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,270.3,1949.0,2547.3,2188.8,2022-02-09,onion,2022-02-09,21.888,19.49,25.473000000000003
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,340.1,2328.2,2828.5,2513.1,2022-02-10,onion,2022-02-10,25.131,23.281999999999996,28.285
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,251.9,2230.9,2810.7,2608.7,2022-02-11,onion,2022-02-11,26.087,22.309,28.107
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,327.9,2521.1,3141.1,2780.8,2022-02-12,onion,2022-02-12,27.808000000000003,25.211,31.410999999999998
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,261.9,2018.3,2488.8,2300.6,2022-02-13,onion,2022-02-13,23.006,20.183,24.888
Delhi,Delhi,Azadpur Mandi,Onion,Red Nasik,Vegetables,379.7,2321.8,2868.1,2672.9,2022-02-14,onion,2022-02-14,26.729,23.218000000000004,28.680999999999997
