product,category,price_per_kg,units_shipped,units_sold,units_on_hand,supplier_location,date,product_clean
Onion,Vegetables,34.6,45.4,37.0,11.0,Mumbai,2022-10-01,onion
Onion,Vegetables,38.9,42.1,33.5,10.9,Mumbai,2022-10-02,onion
Onion,Vegetables,36.6,34.1,28.2,13.4,Mumbai,2022-10-03,onion
Onion,Vegetables,36.2,26.7,23.8,8.2,Mumbai,2022-10-04,onion
Onion,Vegetables,38.1,33.8,28.6,9.8,Mumbai,2022-10-05,onion
Onion,Vegetables,35.0,34.1,27.8,8.5,Mumbai,2022-10-06,onion
Onion,Vegetables,39.9,32.1,26.9,11.3,Mumbai,2022-10-07,onion
Onion,Vegetables,39.3,42.9,32.8,15.3,Mumbai,2022-10-08,onion
Onion,Vegetables,35.9,31.2,26.9,8.6,Mumbai,2022-10-09,onion
Onion,Vegetables,37.6,33.1,27.2,12.6,Mumbai,2022-10-10,onion
Onion,Vegetables,36.9,34.4,25.9,13.2,Mumbai,2022-10-11,onion
Onion,Vegetables,37.8,38.1,28.6,16.0,Mumbai,2022-10-12,onion
Onion,Vegetables,36.4,41.2,32.1,13.9,Mumbai,2022-10-13,onion
Onion,Vegetables,35.5,37.3,34.0,10.3,Mumbai,2022-10-14,onion
Onion,Vegetables,39.1,34.6,29.0,11.6,Mumbai,2022-10-15,onion
Onion,Vegetables,36.9,48.9,36.5,16.6,Mumbai,2022-10-16,onion
Onion,Vegetables,35.5,32.6,28.6,10.6,Mumbai,2022-10-17,onion
Onion,Vegetables,38.3,24.8,23.0,6.3,Mumbai,2022-10-18,onion
Onion,Vegetables,39.4,34.6,29.8,11.0,Mumbai,2022-10-19,onion
Onion,Vegetables,39.6,37.3,28.2,12.3,Mumbai,2022-10-20,onion
Onion,Vegetables,40.2,26.8,23.1,7.0,Mumbai,2022-10-21,onion
Onion,Vegetables,39.2,47.5,39.7,13.7,Mumbai,2022-10-22,onion
Onion,Vegetables,33.4,37.5,32.5,10.9,Mumbai,2022-10-23,onion
Onion,Vegetables,35.6,34.0,28.5,12.1,Mumbai,2022-10-24,onion
Onion,Vegetables,39.7,32.5,29.0,7.8,Mumbai,2022-10-25,onion
Onion,Vegetables,36.1,30.1,22.9,11.2,Mumbai,2022-10-26,onion
Onion,Vegetables,40.2,32.5,30.8,5.1,Mumbai,2022-10-27,onion
Onion,Vegetables,36.4,39.9,30.8,15.3,Mumbai,2022-10-28,onion
Onion,Vegetables,40.1,33.6,28.3,13.2,Mumbai,2022-10-29,onion
Onion,Vegetables,34.0,36.6,28.0,14.8,Mumbai,2022-10-30,onion
Onion,Vegetables,36.3,49.7,37.7,19.3,Mumbai,2022-10-31,onion
Onion,Vegetables,33.3,38.0,29.2,11.9,Mumbai,2022-11-01,onion
Onion,Vegetables,34.2,40.9,32.3,12.3,Mumbai,2022-11-02,onion
Onion,Vegetables,37.1,38.7,30.7,13.7,Mumbai,2022-11-03,onion
Onion,Vegetables,35.8,35.9,33.3,9.7,Mumbai,2022-11-04,onion
Onion,Vegetables,39.2,35.6,30.3,11.4,Mumbai,2022-11-05,onion
Onion,Vegetables,33.8,39.2,30.2,16.7,Mumbai,2022-11-06,onion
Onion,Vegetables,40.0,42.8,32.2,16.6,Mumbai,2022-11-07,onion
Onion,Vegetables,36.4,35.6,29.5,12.2,Mumbai,2022-11-08,onion
Onion,Vegetables,39.9,30.6,27.5,7.2,Mumbai,2022-11-09,onion
Onion,Vegetables,35.7,35.6,31.3,10.8,Mumbai,2022-11-10,onion
Onion,Vegetables,39.1,38.1,30.0,12.7,Mumbai,2022-11-11,onion
Onion,Vegetables,38.2,39.1,30.5,14.0,Mumbai,2022-11-12,onion
Onion,Vegetables,36.3,40.7,32.6,15.8,Mumbai,2022-11-13,onion
Onion,Vegetables,39.0,30.1,27.7,9.2,Mumbai,2022-11-14,onion
Onion,Vegetables,38.4,40.6,31.3,13.0,Mumbai,2022-11-15,onion
Onion,Vegetables,39.4,25.2,23.5,6.9,Mumbai,2022-11-16,onion
Onion,Vegetables,34.8,29.6,25.7,6.7,Mumbai,2022-11-17,onion
Onion,Vegetables,39.0,31.5,28.9,8.9,Mumbai,2022-11-18,onion
Onion,Vegetables,38.2,39.7,33.1,12.2,Mumbai,2022-11-19,onion
Onion,Vegetables,39.9,29.5,27.5,8.9,Mumbai,2022-11-20,onion
Onion,Vegetables,39.3,35.5,28.2,12.6,Mumbai,2022-11-21,onion
Onion,Vegetables,36.7,28.6,25.0,9.7,Mumbai,2022-11-22,onion
Onion,Vegetables,35.2,34.6,32.1,7.7,Mumbai,2022-11-23,onion
Onion,Vegetables,36.6,31.9,27.4,10.1,Mumbai,2022-11-24,onion
Onion,Vegetables,33.2,21.1,17.5,6.9,Mumbai,2022-11-25,onion
Onion,Vegetables,34.6,33.1,26.6,9.1,Mumbai,2022-11-26,onion
Onion,Vegetables,35.3,45.2,41.4,7.7,Mumbai,2022-11-27,onion
Onion,Vegetables,37.1,30.3,26.4,6.6,Mumbai,2022-11-28,onion
Onion,Vegetables,34.8,34.2,29.0,10.6,Mumbai,2022-11-29,onion
Onion,Vegetables,36.7,28.5,22.5,13.2,Mumbai,2022-11-30,onion
Onion,Vegetables,35.2,35.7,27.1,14.6,Mumbai,2022-12-01,onion
Onion,Vegetables,36.3,40.7,31.0,15.8,Mumbai,2022-12-02,onion
Onion,Vegetables,39.1,43.0,37.1,12.3,Mumbai,2022-12-03,onion
Onion,Vegetables,36.3,36.9,31.5,12.2,Mumbai,2022-12-04,onion
Onion,Vegetables,34.0,35.6,28.7,11.3,Mumbai,2022-12-05,onion
Onion,Vegetables,37.8,38.0,30.1,15.1,Mumbai,2022-12-06,onion
Onion,Vegetables,39.3,39.9,31.1,15.4,Mumbai,2022-12-07,onion
Onion,Vegetables,39.5,28.6,22.0,12.9,Mumbai,2022-12-08,onion
Onion,Vegetables,38.5,33.2,28.7,11.2,Mumbai,2022-12-09,onion
Onion,Vegetables,40.0,37.2,33.2,6.3,Mumbai,2022-12-10,onion
Onion,Vegetables,33.6,46.5,35.5,18.3,Mumbai,2022-12-11,onion
Onion,Vegetables,36.1,31.3,26.1,9.1,Mumbai,2022-12-12,onion
Onion,Vegetables,34.2,31.8,27.1,7.7,Mumbai,2022-12-13,onion
Onion,Vegetables,36.0,35.1,26.9,14.1,Mumbai,2022-12-14,onion
Onion,Vegetables,37.9,29.4,25.5,7.7,Mumbai,2022-12-15,onion
Onion,Vegetables,33.9,33.7,30.6,10.8,Mumbai,2022-12-16,onion
Onion,Vegetables,37.4,50.2,38.8,14.1,Mumbai,2022-12-17,onion
Onion,Vegetables,38.5,41.9,31.5,15.9,Mumbai,2022-12-18,onion
Onion,Vegetables,37.5,38.8,28.8,13.7,Mumbai,2022-12-19,onion
Onion,Vegetables,39.2,36.5,29.6,11.1,Mumbai,2022-12-20,onion
Onion,Vegetables,39.5,29.1,27.3,7.6,Mumbai,2022-12-21,onion
Onion,Vegetables,34.0,37.2,29.2,12.5,Mumbai,2022-12-22,onion
Onion,Vegetables,33.5,38.1,29.7,14.4,Mumbai,2022-12-23,onion
Onion,Vegetables,36.2,47.6,37.8,11.9,Mumbai,2022-12-24,onion
Onion,Vegetables,35.6,47.4,36.0,17.1,Mumbai,2022-12-25,onion
Onion,Vegetables,39.9,35.7,29.3,11.4,Mumbai,2022-12-26,onion
Onion,Vegetables,34.5,36.7,30.9,8.3,Mumbai,2022-12-27,onion
Onion,Vegetables,34.0,34.9,32.2,7.0,Mumbai,2022-12-28,onion
Onion,Vegetables,34.3,36.4,29.6,14.1,Mumbai,2022-12-29,onion
Onion,Vegetables,36.0,33.7,31.5,7.0,Mumbai,2022-12-30,onion
Onion,Vegetables,37.1,35.9,27.9,14.4,Mumbai,2022-12-31,onion
Onion,Vegetables,34.8,41.6,34.2,14.1,Mumbai,2023-01-01,onion
Onion,Vegetables,33.2,36.8,28.2,15.4,Mumbai,2023-01-02,onion
Onion,Vegetables,34.2,26.7,22.5,8.0,Mumbai,2023-01-03,onion
Onion,Vegetables,36.0,30.4,27.8,5.3,Mumbai,2023-01-04,onion
Onion,Vegetables,34.1,51.4,39.5,14.0,Mumbai,2023-01-05,onion
Onion,Vegetables,34.6,30.8,28.1,8.1,Mumbai,2023-01-06,onion
Onion,Vegetables,35.6,35.0,31.5,11.5,Mumbai,2023-01-07,onion
Onion,Vegetables,35.6,48.7,36.7,16.5,Mumbai,2023-01-08,onion
Onion,Vegetables,40.1,35.4,27.9,13.0,Mumbai,2023-01-09,onion
Onion,Vegetables,38.1,29.4,24.0,9.4,Mumbai,2023-01-10,onion
Onion,Vegetables,38.7,23.7,21.1,9.4,Mumbai,2023-01-11,onion
Onion,Vegetables,34.2,35.0,31.0,10.8,Mumbai,2023-01-12,onion
Onion,Vegetables,38.8,27.7,24.6,5.5,Mumbai,2023-01-13,onion
Onion,Vegetables,34.3,42.2,36.2,9.0,Mumbai,2023-01-14,onion
Onion,Vegetables,33.7,39.9,35.8,12.0,Mumbai,2023-01-15,onion
Onion,Vegetables,34.3,36.6,30.9,11.9,Mumbai,2023-01-16,onion
Onion,Vegetables,38.1,41.1,34.9,9.6,Mumbai,2023-01-17,onion
Onion,Vegetables,39.2,34.6,27.5,12.9,Mumbai,2023-01-18,onion
Onion,Vegetables,37.6,29.2,23.4,13.1,Mumbai,2023-01-19,onion
Onion,Vegetables,35.8,40.5,33.0,14.9,Mumbai,2023-01-20,onion
Onion,Vegetables,37.8,42.5,36.1,13.5,Mumbai,2023-01-21,onion
Onion,Vegetables,36.6,48.9,42.6,12.6,Mumbai,2023-01-22,onion
Onion,Vegetables,33.8,41.7,31.8,16.4,Mumbai,2023-01-23,onion
Onion,Vegetables,35.7,33.8,26.2,9.8,Mumbai,2023-01-24,onion
Onion,Vegetables,36.5,26.4,23.4,10.2,Mumbai,2023-01-25,onion
Onion,Vegetables,36.1,28.3,24.6,7.7,Mumbai,2023-01-26,onion
Onion,Vegetables,38.0,42.7,31.9,14.0,Mumbai,2023-01-27,onion
Onion,Vegetables,37.8,41.0,33.8,11.9,Mumbai,2023-01-28,onion
Onion,Vegetables,36.7,34.4,26.2,10.7,Mumbai,2023-01-29,onion
Onion,Vegetables,39.1,22.6,20.5,9.0,Mumbai,2023-01-30,onion
Onion,Vegetables,37.4,33.1,26.1,10.9,Mumbai,2023-01-31,onion
Onion,Vegetables,35.9,39.0,31.0,13.5,Mumbai,2023-02-01,onion
Onion,Vegetables,37.4,40.7,30.4,16.8,Mumbai,2023-02-02,onion
Onion,Vegetables,37.8,37.5,29.7,10.0,Mumbai,2023-02-03,onion
Onion,Vegetables,37.0,43.2,32.8,12.7,Mumbai,2023-02-04,onion
Onion,Vegetables,39.4,34.9,30.0,7.1,Mumbai,2023-02-05,onion
Onion,Vegetables,33.1,38.8,29.4,15.9,Mumbai,2023-02-06,onion
Onion,Vegetables,35.2,31.8,29.0,8.9,Mumbai,2023-02-07,onion
Onion,Vegetables,40.3,37.3,29.0,13.0,Mumbai,2023-02-08,onion
Onion,Vegetables,39.0,34.4,25.9,15.8,Mumbai,2023-02-09,onion
Onion,Vegetables,37.4,34.0,28.3,9.1,Mumbai,2023-02-10,onion
Onion,Vegetables,39.1,43.2,39.2,7.3,Mumbai,2023-02-11,onion
Onion,Vegetables,40.2,30.4,25.4,11.9,Mumbai,2023-02-12,onion
Onion,Vegetables,39.1,33.7,29.1,10.2,Mumbai,2023-02-13,onion
Onion,Vegetables,39.0,35.6,26.9,13.8,Mumbai,2023-02-14,onion
Onion,Vegetables,36.1,33.7,26.9,13.6,Mumbai,2023-02-15,onion
Onion,Vegetables,39.2,36.7,32.6,9.5,Mumbai,2023-02-16,onion
Onion,Vegetables,33.3,36.5,27.8,13.1,Mumbai,2023-02-17,onion
Onion,Vegetables,34.3,44.7,34.7,13.2,Mumbai,2023-02-18,onion
Onion,Vegetables,36.0,27.9,25.3,7.0,Mumbai,2023-02-19,onion
Onion,Vegetables,34.2,40.3,31.8,11.5,Mumbai,2023-02-20,onion
Onion,Vegetables,36.6,32.2,30.0,9.8,Mumbai,2023-02-21,onion
Onion,Vegetables,34.6,37.4,28.7,11.2,Mumbai,2023-02-22,onion
Onion,Vegetables,40.2,33.3,27.6,11.5,Mumbai,2023-02-23,onion
Onion,Vegetables,36.5,29.2,23.0,10.3,Mumbai,2023-02-24,onion
Onion,Vegetables,34.4,39.5,33.5,12.0,Mumbai,2023-02-25,onion
Onion,Vegetables,38.9,35.5,31.6,8.9,Mumbai,2023-02-26,onion
Onion,Vegetables,34.8,36.2,28.9,12.5,Mumbai,2023-02-27,onion
Onion,Vegetables,35.1,33.1,29.8,9.2,Mumbai,2023-02-28,onion
Onion,Vegetables,39.8,33.8,28.0,11.6,Mumbai,2023-03-01,onion
Onion,Vegetables,37.4,25.9,22.9,9.1,Mumbai,2023-03-02,onion
Onion,Vegetables,35.1,25.6,23.8,4.6,Mumbai,2023-03-03,onion
Onion,Vegetables,39.1,38.9,35.8,7.1,Mumbai,2023-03-04,onion
Onion,Vegetables,35.2,43.7,33.9,17.8,Mumbai,2023-03-05,onion
Onion,Vegetables,39.9,26.5,24.9,5.1,Mumbai,2023-03-06,onion
Onion,Vegetables,36.1,32.8,26.9,11.9,Mumbai,2023-03-07,onion
Onion,Vegetables,35.3,38.2,31.2,9.3,Mumbai,2023-03-08,onion
Onion,Vegetables,36.6,25.5,22.8,9.6,Mumbai,2023-03-09,onion
Onion,Vegetables,39.5,30.1,22.9,11.6,Mumbai,2023-03-10,onion
Onion,Vegetables,35.0,39.8,34.6,8.9,Mumbai,2023-03-11,onion
Onion,Vegetables,35.8,37.0,30.4,9.6,Mumbai,2023-03-12,onion
Onion,Vegetables,40.0,29.1,26.0,6.8,Mumbai,2023-03-13,onion
Onion,Vegetables,38.3,34.0,26.9,9.4,Mumbai,2023-03-14,onion
Onion,Vegetables,37.4,37.3,27.9,13.7,Mumbai,2023-03-15,onion
Onion,Vegetables,36.4,35.0,29.2,13.3,Mumbai,2023-03-16,onion
Onion,Vegetables,35.9,31.3,28.1,5.8,Mumbai,2023-03-17,onion
Onion,Vegetables,34.4,37.2,35.0,8.4,Mumbai,2023-03-18,onion
Onion,Vegetables,36.8,48.0,36.1,14.6,Mumbai,2023-03-19,onion
Onion,Vegetables,34.5,37.5,30.9,9.4,Mumbai,2023-03-20,onion
Onion,Vegetables,33.8,42.9,32.9,17.5,Mumbai,2023-03-21,onion
Onion,Vegetables,36.3,41.5,30.9,12.8,Mumbai,2023-03-22,onion
Onion,Vegetables,39.4,32.2,28.8,9.8,Mumbai,2023-03-23,onion
Onion,Vegetables,36.2,31.7,27.2,6.9,Mumbai,2023-03-24,onion
Onion,Vegetables,38.2,34.6,31.7,8.5,Mumbai,2023-03-25,onion
Onion,Vegetables,34.8,34.8,28.3,14.2,Mumbai,2023-03-26,onion
Onion,Vegetables,39.8,27.1,24.2,9.9,Mumbai,2023-03-27,onion
Onion,Vegetables,40.2,30.3,23.7,13.5,Mumbai,2023-03-28,onion
Onion,Vegetables,37.6,35.4,33.4,4.4,Mumbai,2023-03-29,onion
Onion,Vegetables,38.1,32.3,28.1,9.1,Mumbai,2023-03-30,onion
Onion,Vegetables,38.8,37.0,31.5,9.2,Mumbai,2023-03-31,onion
Onion,Vegetables,34.8,37.9,34.8,5.3,Mumbai,2023-04-01,onion
Onion,Vegetables,33.5,35.2,30.2,10.5,Mumbai,2023-04-02,onion
Onion,Vegetables,38.6,26.7,24.1,9.2,Mumbai,2023-04-03,onion
Onion,Vegetables,34.1,36.3,27.2,16.1,Mumbai,2023-04-04,onion
Onion,Vegetables,35.7,34.8,29.6,7.2,Mumbai,2023-04-05,onion
Onion,Vegetables,34.9,29.5,27.0,7.4,Mumbai,2023-04-06,onion
Onion,Vegetables,37.9,25.0,21.5,6.9,Mumbai,2023-04-07,onion
Onion,Vegetables,37.1,39.3,32.5,10.8,Mumbai,2023-04-08,onion
Onion,Vegetables,35.6,42.5,32.6,17.5,Mumbai,2023-04-09,onion
Onion,Vegetables,39.1,33.0,26.1,14.7,Mumbai,2023-04-10,onion
Onion,Vegetables,34.9,35.0,26.5,14.9,Mumbai,2023-04-11,onion
Onion,Vegetables,40.2,31.1,26.1,11.0,Mumbai,2023-04-12,onion
Onion,Vegetables,37.8,32.8,24.8,15.0,Mumbai,2023-04-13,onion
Onion,Vegetables,33.5,27.0,20.0,11.6,Mumbai,2023-04-14,onion
Onion,Vegetables,38.0,35.1,30.9,9.9,Mumbai,2023-04-15,onion
Onion,Vegetables,34.6,39.7,37.6,7.1,Mumbai,2023-04-16,onion
Onion,Vegetables,40.2,30.4,27.7,5.8,Mumbai,2023-04-17,onion
Onion,Vegetables,36.5,34.2,28.4,8.3,Mumbai,2023-04-18,onion
Onion,Vegetables,40.0,34.9,30.2,8.2,Mumbai,2023-04-19,onion
Onion,Vegetables,36.1,30.4,24.2,13.4,Mumbai,2023-04-20,onion
Onion,Vegetables,33.5,24.9,20.8,8.6,Mumbai,2023-04-21,onion
Onion,Vegetables,33.2,36.9,32.0,10.9,Mumbai,2023-04-22,onion
Onion,Vegetables,33.5,41.9,32.0,13.9,Mumbai,2023-04-23,onion
Onion,Vegetables,37.5,36.1,32.9,9.7,Mumbai,2023-04-24,onion
Onion,Vegetables,34.5,22.0,20.3,5.7,Mumbai,2023-04-25,onion
Onion,Vegetables,37.1,32.5,27.6,7.3,Mumbai,2023-04-26,onion
Onion,Vegetables,38.6,30.7,27.8,9.4,Mumbai,2023-04-27,onion
Onion,Vegetables,39.7,35.8,29.1,11.4,Mumbai,2023-04-28,onion
Onion,Vegetables,34.2,49.8,38.8,15.9,Mumbai,2023-04-29,onion
Onion,Vegetables,37.6,35.9,27.8,12.2,Mumbai,2023-04-30,onion
Onion,Vegetables,39.4,34.0,25.4,15.6,Mumbai,2023-05-01,onion
Onion,Vegetables,34.0,32.4,28.9,6.1,Mumbai,2023-05-02,onion
Onion,Vegetables,35.1,35.1,32.2,5.1,Mumbai,2023-05-03,onion
Onion,Vegetables,40.2,31.6,28.5,5.3,Mumbai,2023-05-04,onion
Onion,Vegetables,36.6,38.4,30.2,16.0,Mumbai,2023-05-05,onion
Onion,Vegetables,39.2,33.9,30.9,6.5,Mumbai,2023-05-06,onion
Onion,Vegetables,34.1,45.6,35.4,17.6,Mumbai,2023-05-07,onion
Onion,Vegetables,35.3,33.2,29.3,10.5,Mumbai,2023-05-08,onion
Onion,Vegetables,34.6,41.5,35.3,12.5,Mumbai,2023-05-09,onion
Onion,Vegetables,35.6,32.1,27.2,9.4,Mumbai,2023-05-10,onion
Onion,Vegetables,36.7,24.9,23.2,8.9,Mumbai,2023-05-11,onion
Onion,Vegetables,35.2,33.5,25.1,12.6,Mumbai,2023-05-12,onion
Onion,Vegetables,39.0,42.2,36.7,7.8,Mumbai,2023-05-13,onion
Onion,Vegetables,38.4,34.3,27.1,11.1,Mumbai,2023-05-14,onion
Onion,Vegetables,34.0,28.6,24.4,11.1,Mumbai,2023-05-15,onion
Onion,Vegetables,34.1,26.5,24.9,5.9,Mumbai,2023-05-16,onion
Onion,Vegetables,37.9,31.7,28.0,8.4,Mumbai,2023-05-17,onion
Onion,Vegetables,36.7,30.5,29.0,6.0,Mumbai,2023-05-18,onion
Onion,Vegetables,37.8,37.5,28.7,11.1,Mumbai,2023-05-19,onion
Onion,Vegetables,37.6,34.0,30.6,8.2,Mumbai,2023-05-20,onion
Onion,Vegetables,40.1,43.0,34.2,13.3,Mumbai,2023-05-21,onion
Onion,Vegetables,33.3,24.3,22.0,7.3,Mumbai,2023-05-22,onion
Onion,Vegetables,35.6,32.5,30.6,8.3,Mumbai,2023-05-23,onion
Onion,Vegetables,38.4,34.2,30.8,7.1,Mumbai,2023-05-24,onion
Onion,Vegetables,36.4,31.1,29.1,9.3,Mumbai,2023-05-25,onion
Onion,Vegetables,36.7,30.9,26.9,7.7,Mumbai,2023-05-26,onion
Onion,Vegetables,36.3,29.7,24.9,9.4,Mumbai,2023-05-27,onion
Onion,Vegetables,37.1,34.2,30.4,9.4,Mumbai,2023-05-28,onion
Onion,Vegetables,40.1,30.5,28.9,7.6,Mumbai,2023-05-29,onion
Onion,Vegetables,38.1,33.0,26.8,8.9,Mumbai,2023-05-30,onion
Onion,Vegetables,33.7,36.3,28.8,13.7,Mumbai,2023-05-31,onion
Onion,Vegetables,39.5,43.3,37.4,12.3,Mumbai,2023-06-01,onion
Onion,Vegetables,36.1,30.0,24.9,11.9,Mumbai,2023-06-02,onion
Onion,Vegetables,34.4,44.3,34.6,14.3,Mumbai,2023-06-03,onion
Onion,Vegetables,33.6,34.7,25.8,15.1,Mumbai,2023-06-04,onion
Onion,Vegetables,38.3,47.2,35.0,17.8,Mumbai,2023-06-05,onion
Onion,Vegetables,34.7,30.1,22.5,12.8,Mumbai,2023-06-06,onion
Onion,Vegetables,33.3,31.9,26.4,12.5,Mumbai,2023-06-07,onion
Onion,Vegetables,37.0,32.7,28.1,11.9,Mumbai,2023-06-08,onion
Onion,Vegetables,39.8,36.0,26.8,12.3,Mumbai,2023-06-09,onion
Onion,Vegetables,35.3,29.0,24.6,7.0,Mumbai,2023-06-10,onion
Onion,Vegetables,35.1,34.3,27.3,11.1,Mumbai,2023-06-11,onion
Onion,Vegetables,33.8,37.9,29.6,13.7,Mumbai,2023-06-12,onion
Onion,Vegetables,39.1,36.6,28.2,10.5,Mumbai,2023-06-13,onion
Onion,Vegetables,39.4,29.9,26.8,8.0,Mumbai,2023-06-14,onion
Onion,Vegetables,36.8,38.4,34.0,9.6,Mumbai,2023-06-15,onion
Onion,Vegetables,35.8,30.6,24.7,10.4,Mumbai,2023-06-16,onion
Onion,Vegetables,39.3,37.2,31.3,12.9,Mumbai,2023-06-17,onion
Onion,Vegetables,35.7,34.1,28.1,11.7,Mumbai,2023-06-18,onion
Onion,Vegetables,33.9,25.9,23.3,6.1,Mumbai,2023-06-19,onion
Onion,Vegetables,33.8,32.1,30.0,8.0,Mumbai,2023-06-20,onion
Onion,Vegetables,39.9,26.7,23.2,8.7,Mumbai,2023-06-21,onion
Onion,Vegetables,39.4,34.0,30.6,8.2,Mumbai,2023-06-22,onion
Onion,Vegetables,36.7,36.0,28.0,10.5,Mumbai,2023-06-23,onion
Onion,Vegetables,35.5,44.7,36.2,14.6,Mumbai,2023-06-24,onion
Onion,Vegetables,39.5,31.0,25.6,11.7,Mumbai,2023-06-25,onion
Onion,Vegetables,38.8,39.2,29.4,12.9,Mumbai,2023-06-26,onion
Onion,Vegetables,37.9,27.8,25.4,9.0,Mumbai,2023-06-27,onion
Onion,Vegetables,39.7,25.0,23.6,8.3,Mumbai,2023-06-28,onion
Onion,Vegetables,34.9,40.9,34.0,10.3,Mumbai,2023-06-29,onion
Onion,Vegetables,39.6,32.8,26.7,13.7,Mumbai,2023-06-30,onion
Onion,Vegetables,39.2,41.3,30.7,17.7,Mumbai,2023-07-01,onion
Onion,Vegetables,35.6,48.4,36.7,18.2,Mumbai,2023-07-02,onion
Onion,Vegetables,38.3,25.3,23.7,5.3,Mumbai,2023-07-03,onion
Onion,Vegetables,39.2,36.0,30.2,11.5,Mumbai,2023-07-04,onion
Onion,Vegetables,38.9,33.5,28.0,10.9,Mumbai,2023-07-05,onion
Onion,Vegetables,38.6,29.2,26.9,8.7,Mumbai,2023-07-06,onion
Onion,Vegetables,35.3,25.4,23.2,6.4,Mumbai,2023-07-07,onion
Onion,Vegetables,33.8,40.4,31.0,13.2,Mumbai,2023-07-08,onion
Onion,Vegetables,37.8,36.3,28.7,13.3,Mumbai,2023-07-09,onion
Onion,Vegetables,34.7,32.2,26.1,8.1,Mumbai,2023-07-10,onion
Onion,Vegetables,34.4,29.3,26.4,7.9,Mumbai,2023-07-11,onion
Onion,Vegetables,36.5,41.0,33.1,10.3,Mumbai,2023-07-12,onion
Onion,Vegetables,39.0,34.0,26.9,11.2,Mumbai,2023-07-13,onion
Onion,Vegetables,39.7,31.5,24.7,11.4,Mumbai,2023-07-14,onion
Onion,Vegetables,34.4,32.8,31.1,3.8,Mumbai,2023-07-15,onion
Onion,Vegetables,34.8,39.6,30.2,16.1,Mumbai,2023-07-16,onion
Onion,Vegetables,38.7,34.7,25.8,12.3,Mumbai,2023-07-17,onion
Onion,Vegetables,34.2,34.3,30.1,9.4,Mumbai,2023-07-18,onion
Onion,Vegetables,34.0,31.9,26.1,12.2,Mumbai,2023-07-19,onion
Onion,Vegetables,39.6,40.7,31.4,14.5,Mumbai,2023-07-20,onion
Onion,Vegetables,40.3,37.8,34.4,6.3,Mumbai,2023-07-21,onion
Onion,Vegetables,34.3,51.1,41.6,14.0,Mumbai,2023-07-22,onion
Onion,Vegetables,35.9,37.1,31.9,10.9,Mumbai,2023-07-23,onion
Onion,Vegetables,35.9,29.3,24.9,8.0,Mumbai,2023-07-24,onion
Onion,Vegetables,34.1,31.4,28.3,7.0,Mumbai,2023-07-25,onion
Onion,Vegetables,34.2,35.6,28.5,10.8,Mumbai,2023-07-26,onion
Onion,Vegetables,37.6,29.6,25.0,10.1,Mumbai,2023-07-27,onion
Onion,Vegetables,35.0,37.3,35.3,7.9,Mumbai,2023-07-28,onion
Onion,Vegetables,37.5,44.1,36.7,11.2,Mumbai,2023-07-29,onion
Onion,Vegetables,38.3,42.8,32.0,17.2,Mumbai,2023-07-30,onion
Onion,Vegetables,39.7,33.3,28.5,9.7,Mumbai,2023-07-31,onion
Onion,Vegetables,35.0,32.5,25.6,14.0,Mumbai,2023-08-01,onion
Onion,Vegetables,34.3,30.2,26.6,8.8,Mumbai,2023-08-02,onion
Onion,Vegetables,38.5,30.5,23.7,10.1,Mumbai,2023-08-03,onion
Onion,Vegetables,34.4,27.0,25.1,5.4,Mumbai,2023-08-04,onion
Onion,Vegetables,36.0,38.6,31.5,13.4,Mumbai,2023-08-05,onion
Onion,Vegetables,34.7,47.5,41.8,11.8,Mumbai,2023-08-06,onion
Onion,Vegetables,39.4,26.1,24.2,7.0,Mumbai,2023-08-07,onion
Onion,Vegetables,33.3,32.8,26.5,9.8,Mumbai,2023-08-08,onion
Onion,Vegetables,35.2,29.8,26.8,6.5,Mumbai,2023-08-09,onion
Onion,Vegetables,34.7,34.6,28.9,11.3,Mumbai,2023-08-10,onion
Onion,Vegetables,39.0,32.6,27.3,9.1,Mumbai,2023-08-11,onion
Onion,Vegetables,40.0,39.3,31.2,14.0,Mumbai,2023-08-12,onion
Onion,Vegetables,37.8,43.1,33.2,15.9,Mumbai,2023-08-13,onion
Onion,Vegetables,36.8,32.8,26.2,12.8,Mumbai,2023-08-14,onion
Onion,Vegetables,39.4,39.5,29.3,15.5,Mumbai,2023-08-15,onion
Onion,Vegetables,36.6,42.2,33.4,12.5,Mumbai,2023-08-16,onion
Onion,Vegetables,36.6,36.5,31.4,7.3,Mumbai,2023-08-17,onion
Onion,Vegetables,37.5,41.5,32.8,12.1,Mumbai,2023-08-18,onion
Onion,Vegetables,33.6,43.8,34.4,13.1,Mumbai,2023-08-19,onion
Onion,Vegetables,37.1,47.1,37.9,16.3,Mumbai,2023-08-20,onion
Onion,Vegetables,38.5,37.3,27.6,16.9,Mumbai,2023-08-21,onion
Onion,Vegetables,34.6,34.6,28.1,14.1,Mumbai,2023-08-22,onion
Onion,Vegetables,34.7,38.4,29.4,16.7,Mumbai,2023-08-23,onion
Onion,Vegetables,39.3,29.5,25.2,10.9,Mumbai,2023-08-24,onion
Onion,Vegetables,34.0,41.2,31.3,13.2,Mumbai,2023-08-25,onion
Onion,Vegetables,37.2,44.9,39.7,7.9,Mumbai,2023-08-26,onion
Onion,Vegetables,37.1,48.3,37.1,14.4,Mumbai,2023-08-27,onion
Onion,Vegetables,38.1,31.5,29.3,4.4,Mumbai,2023-08-28,onion
